20,5000,2,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,pop2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind,Pop,locus1, ,locus2, ,locus3, ,locus4, ,locus5, ,locus6, ,locus7, ,locus8, ,locus9, ,locus10, ,locus11, ,locus12, ,locus13, ,locus14, ,locus15, ,locus16, ,locus17, ,locus18, ,locus19, ,locus20, 
"0001","pop1","495","494","497","504","501","503","495","497","502","501","498","494","506","505","508","493","505","497","502","501","503","506","502","501","497","498","499","496","507","502","504","500","501","501","502","504","508","507","505","507"
"0002","pop1","493","492","507","505","502","493","494","493","497","504","493","499","504","503","506","509","500","498","502","501","498","498","508","509","498","494","509","504","502","506","501","493","503","506","504","498","508","505","509","508"
"0003","pop1","493","504","505","506","503","498","493","492","502","505","501","497","504","503","506","496","505","499","501","503","497","502","494","496","496","496","504","494","503","504","501","494","504","504","498","499","504","506","509","500"
"0004","pop1","493","498","497","507","503","497","492","496","504","500","500","500","501","502","510","510","498","504","502","500","498","497","508","495","498","495","509","505","507","504","500","494","501","502","498","500","507","506","505","510"
"0005","pop1","493","499","504","506","503","505","492","496","503","495","496","502","506","504","495","497","504","496","500","496","498","502","508","507","495","493","503","503","503","504","499","497","501","502","502","499","505","509","507","508"
"0006","pop1","492","498","507","496","502","506","494","493","501","498","503","503","502","500","506","500","499","502","503","500","502","496","502","506","496","502","509","502","503","508","493","494","501","509","502","499","507","507","508","504"
"0007","pop1","492","498","505","506","503","493","497","494","496","507","498","502","504","500","495","505","499","504","501","501","504","504","502","508","497","499","507","507","503","505","494","499","501","502","498","500","506","509","508","502"
"0008","pop1","492","491","507","506","497","494","495","492","508","499","498","495","504","503","499","494","498","496","501","498","494","494","507","507","498","496","505","503","507","510","500","493","501","507","499","497","505","510","504","506"
"0009","pop1","494","499","504","508","503","498","495","494","498","498","499","501","500","499","495","499","500","498","502","501","497","502","502","501","498","495","499","496","502","510","500","498","501","502","498","496","507","507","509","509"
"0010","pop1","493","493","505","509","498","497","495","494","503","499","501","500","505","499","496","496","496","501","503","503","498","498","502","506","498","500","506","506","505","505","493","493","507","500","498","497","507","510","505","506"
"0011","pop1","495","492","505","506","503","498","493","498","501","500","499","499","505","500","494","501","500","502","501","498","494","500","502","507","496","499","503","502","507","507","493","494","501","502","498","499","505","505","508","504"
"0012","pop1","495","493","497","497","502","495","497","493","500","503","493","496","505","507","502","502","496","492","503","498","498","501","501","509","498","496","503","503","504","504","493","495","501","508","499","501","507","504","504","502"
"0013","pop1","491","496","506","503","503","497","493","492","496","506","501","497","504","503","506","495","497","498","500","504","496","495","502","502","494","499","499","507","502","510","494","497","509","500","502","500","505","509","510","506"
"0014","pop1","493","491","505","509","503","503","492","496","499","499","498","501","504","496","508","506","498","499","502","497","498","493","508","506","495","499","503","506","506","505","493","499","501","503","502","501","507","502","510","503"
"0015","pop1","495","493","504","506","503","503","495","496","503","507","497","503","506","505","496","503","498","496","502","498","496","500","494","496","497","495","505","505","504","510","500","492","501","505","499","499","508","509","505","510"
"0016","pop1","494","492","505","505","497","492","495","496","502","503","498","498","503","500","500","501","499","504","500","500","500","491","501","508","498","494","502","507","507","508","504","495","502","509","502","499","507","507","506","506"
