20,5000,2,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,pop2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind,Pop,locus1, ,locus2, ,locus3, ,locus4, ,locus5, ,locus6, ,locus7, ,locus8, ,locus9, ,locus10, ,locus11, ,locus12, ,locus13, ,locus14, ,locus15, ,locus16, ,locus17, ,locus18, ,locus19, ,locus20, 
"0001","pop1","506","507","504","504","503","496","502","496","496","506","499","493","492","501","501","504","496","509","505","503","502","497","497","497","508","509","506","502","496","499","498","498","499","504","498","499","500","500","500","496"
"0002","pop1","506","507","506","502","504","501","500","501","503","497","495","491","501","500","504","498","503","497","494","508","497","496","505","509","508","507","502","500","501","497","496","494","498","507","492","503","502","499","500","502"
"0003","pop1","502","503","507","505","503","501","502","497","497","508","492","497","500","503","506","503","497","502","494","497","500","498","507","498","508","509","505","503","499","492","496","492","498","507","498","507","500","494","500","501"
"0004","pop1","494","505","504","507","503","505","502","498","500","495","492","500","492","499","504","502","496","496","496","498","500","501","507","495","506","506","502","502","499","498","492","500","498","500","507","497","502","501","502","497"
"0005","pop1","506","506","505","495","503","504","502","502","506","494","499","494","499","498","500","505","507","507","510","502","502","499","498","498","507","506","502","507","497","507","500","491","498","508","499","501","499","496","502","501"
"0006","pop1","506","505","501","503","503","504","498","503","495","493","495","495","499","495","506","499","509","508","498","504","497","500","503","503","509","506","500","499","496","508","494","500","497","509","499","499","502","502","501","499"
"0007","pop1","501","493","506","509","503","504","502","497","500","498","499","496","500","502","502","505","507","508","502","506","497","496","509","498","506","502","498","498","501","497","494","500","498","496","503","501","502","502","500","504"
"0008","pop1","505","505","504","504","496","505","503","503","495","493","491","498","500","498","506","505","509","508","500","507","502","500","507","503","509","510","503","499","497","502","494","493","499","509","507","508","502","502","499","498"
"0009","pop1","502","504","504","502","503","503","502","498","495","494","499","495","495","496","504","497","502","506","497","507","500","500","509","499","509","506","499","499","501","502","492","499","499","496","498","504","501","497","500","498"
"0010","pop1","506","504","506","503","496","505","502","502","493","499","495","498","498","498","506","506","497","510","503","499","497","499","508","504","509","507","499","498","508","493","498","493","508","496","499","504","502","501","497","495"
"0011","pop1","505","497","504","508","503","504","502","499","498","498","499","495","492","499","506","492","497","501","497","491","497","498","497","498","507","505","502","499","496","501","496","492","497","503","499","505","501","497","499","495"
"0012","pop1","503","505","504","506","504","501","502","503","493","501","497","497","503","498","502","499","497","510","497","499","496","501","498","499","505","501","499","499","496","502","496","500","509","509","499","507","500","502","496","495"
"0013","pop1","506","502","507","503","504","504","502","500","508","500","499","494","500","499","504","506","497","510","503","503","497","496","495","500","508","507","500","499","507","508","496","491","507","497","499","495","500","494","498","495"
"0014","pop1","503","504","502","509","503","501","502","503","497","495","493","494","500","499","503","505","510","510","498","507","500","501","503","500","505","501","502","501","499","509","498","495","498","507","501","504","499","501","501","503"
"0015","pop1","505","498","505","505","501","505","502","502","501","505","499","497","500","502","504","506","502","500","497","499","496","501","497","504","508","502","499","508","501","509","496","493","500","510","499","492","500","506","501","497"
"0016","pop1","503","503","500","510","497","497","500","499","494","493","499","500","498","491","505","497","509","503","510","502","497","498","497","495","505","501","503","503","499","508","498","500","507","508","499","501","494","498","496","498"
"0017","pop1","505","504","505","505","503","503","502","497","503","493","493","496","492","498","498","506","500","500","498","500","500","498","509","498","509","505","500","499","498","505","494","492","507","500","499","501","502","501","500","498"
"0018","pop1","506","506","505","509","504","498","502","500","500","493","493","493","500","498","504","500","507","508","506","499","502","500","499","500","506","505","506","500","501","500","493","499","508","509","496","500","494","498","502","498"
"0019","pop1","506","505","507","496","504","504","501","499","495","495","493","491","498","496","499","497","509","504","503","492","497","499","509","503","505","499","507","507","493","500","498","500","507","508","507","504","501","501","500","498"
"0020","pop1","505","505","503","508","504","506","496","499","495","493","497","496","492","503","506","506","508","508","507","499","501","499","498","499","509","504","506","501","499","501","492","499","499","507","501","496","500","502","500","501"
"0021","pop1","505","505","506","505","504","502","502","497","495","495","493","496","492","498","506","499","497","510","503","502","500","498","497","498","506","503","502","508","508","505","494","493","509","496","499","499","497","506","500","500"
"0022","pop1","502","493","504","502","503","503","502","498","497","500","499","493","499","496","503","505","497","502","494","504","499","499","507","503","509","507","507","498","496","497","498","494","498","509","507","500","498","498","500","502"
"0023","pop1","503","505","504","509","504","499","501","497","500","501","497","494","501","498","500","497","509","507","498","499","500","499","498","506","509","505","502","499","499","501","494","495","509","496","498","499","499","498","498","498"
"0024","pop1","505","497","506","502","505","500","500","503","493","492","499","496","500","499","505","497","502","500","494","507","497","495","509","504","508","507","503","499","496","502","498","493","499","496","499","499","502","494","499","498"
"0025","pop1","502","496","504","502","504","504","502","500","496","492","499","492","499","502","492","494","509","507","503","507","501","499","500","496","506","504","502","499","508","500","492","491","508","509","498","507","500","500","501","503"
"0026","pop1","507","502","504","503","503","502","501","503","498","498","499","493","501","499","504","500","509","498","503","499","502","495","505","507","506","506","499","498","496","499","496","495","499","498","498","507","502","494","500","500"
"0027","pop1","506","505","505","508","503","498","502","496","494","499","499","499","502","502","498","506","500","499","503","508","497","498","507","498","506","505","506","501","499","508","496","494","508","509","497","504","499","498","497","495"
"0028","pop1","505","504","504","505","504","499","502","501","506","493","500","496","499","497","498","506","509","497","503","494","500","499","499","504","506","503","507","507","496","506","498","496","507","508","499","494","501","498","502","497"
"0029","pop1","506","505","502","502","504","498","502","502","495","494","495","500","498","502","500","500","503","497","505","498","497","497","507","498","506","502","502","503","502","506","492","495","499","509","499","501","500","501","501","497"
