20,5000,2,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,pop2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind,Pop,locus1, ,locus2, ,locus3, ,locus4, ,locus5, ,locus6, ,locus7, ,locus8, ,locus9, ,locus10, ,locus11, ,locus12, ,locus13, ,locus14, ,locus15, ,locus16, ,locus17, ,locus18, ,locus19, ,locus20, 
"0001","pop1","505","504","493","492","499","504","508","495","493","493","506","509","501","502","506","494","501","499","502","500","494","496","500","502","503","502","499","505","495","494","496","496","497","507","503","507","500","499","499","492"
"0002","pop1","506","510","493","493","499","500","495","502","492","504","508","507","498","499","502","501","501","500","503","501","495","499","500","498","506","506","502","504","495","506","497","495","506","502","507","502","500","493","505","505"
"0003","pop1","504","500","493","503","504","503","506","505","503","501","506","506","494","492","494","492","499","500","495","505","495","497","502","501","502","506","505","501","495","508","495","494","502","504","505","509","492","504","506","494"
"0004","pop1","510","499","493","503","500","500","492","494","492","491","508","505","501","494","503","497","501","503","503","493","509","498","500","504","503","506","503","500","496","502","496","496","504","503","507","505","500","498","505","505"
"0005","pop1","504","510","493","503","500","503","495","498","493","493","508","508","498","498","503","498","499","500","493","507","495","499","501","499","506","505","504","503","494","508","497","495","503","503","504","506","492","497","505","491"
"0006","pop1","505","498","503","494","500","500","494","501","496","497","506","508","500","495","505","505","499","502","505","493","498","500","502","505","503","507","500","500","497","500","495","498","497","501","505","510","500","493","505","504"
"0007","pop1","506","506","503","503","500","500","494","497","491","502","508","508","498","498","503","493","503","502","493","494","496","498","499","506","502","504","504","501","502","498","494","500","504","503","509","500","493","498","498","498"
"0008","pop1","503","507","494","491","504","501","505","501","493","492","508","503","499","492","503","499","499","498","500","505","500","500","498","499","504","499","502","504","502","499","498","499","506","502","509","500","500","492","505","498"
"0009","pop1","504","507","492","492","500","503","494","503","493","494","509","508","494","500","506","504","501","502","501","499","496","509","499","497","503","499","504","500","494","496","498","503","497","501","507","509","493","493","506","504"
"0010","pop1","506","499","492","503","500","502","494","503","493","491","508","510","500","493","498","504","499","502","502","492","498","493","500","498","506","499","501","503","502","498","496","500","497","504","505","509","504","496","499","504"
"0011","pop1","498","502","493","498","504","502","495","494","492","504","508","510","501","498","497","495","499","500","501","501","496","509","498","501","502","505","499","500","494","496","496","503","502","498","503","504","500","500","505","498"
"0012","pop1","503","502","502","504","504","501","498","504","492","501","508","510","498","496","502","498","500","498","507","507","499","498","501","499","506","504","503","500","495","495","495","499","497","504","505","508","499","493","498","500"
"0013","pop1","505","502","493","504","502","502","492","501","502","494","508","507","492","495","501","498","500","503","502","504","498","493","500","505","503","504","503","500","495","493","498","501","502","504","509","509","497","506","504","504"
"0014","pop1","506","507","493","504","500","501","503","503","502","494","507","504","494","495","501","495","499","500","503","507","499","498","500","502","506","505","505","500","495","501","496","498","502","501","510","510","498","505","504","504"
"0015","pop1","506","508","493","492","501","502","498","493","493","502","509","507","500","491","506","499","501","497","500","503","497","498","498","499","506","504","504","500","494","493","495","495","503","496","507","505","500","493","504","498"
"0016","pop1","506","509","493","503","499","504","504","496","491","494","509","508","498","494","501","495","501","500","503","494","496","498","498","498","504","500","500","500","498","499","497","495","499","510","510","510","499","498","505","504"
"0017","pop1","498","503","493","500","502","506","495","502","502","502","506","506","501","500","504","496","501","500","501","506","498","500","502","503","500","501","499","506","494","494","494","498","497","507","505","501","492","497","504","498"
"0018","pop1","503","507","492","503","504","501","497","496","491","505","509","505","501","495","493","495","499","500","494","504","499","509","500","501","504","504","499","504","499","507","496","494","502","503","503","508","500","498","504","504"
"0019","pop1","503","507","492","501","506","507","506","498","493","493","509","505","498","494","498","498","499","497","492","504","498","504","502","498","505","505","499","499","494","508","496","498","497","506","504","510","500","498","498","498"
"0020","pop1","503","507","492","491","501","507","495","507","493","501","509","508","499","492","502","492","501","499","505","507","499","498","501","501","501","509","503","506","494","494","496","499","503","499","503","509","501","502","499","506"
"0021","pop1","503","508","493","492","503","501","495","492","503","491","510","504","499","492","503","498","501","498","501","505","495","498","499","499","506","510","502","503","506","502","496","497","504","503","503","504","500","503","505","504"
"0022","pop1","503","508","492","503","503","501","498","501","504","494","506","506","499","499","503","505","501","502","500","494","496","509","500","498","500","500","500","500","500","492","503","501","502","505","509","510","498","505","505","503"
"0023","pop1","504","499","493","491","504","500","502","492","492","492","506","506","501","499","502","502","501","500","505","506","496","498","500","502","504","500","500","500","497","492","497","503","497","506","509","510","500","493","506","498"
"0024","pop1","503","507","493","492","501","501","494","494","491","496","509","507","502","496","503","499","499","503","503","506","496","496","500","501","502","500","499","501","508","498","497","497","497","503","504","510","493","493","506","498"
"0025","pop1","505","507","504","499","501","502","495","498","492","497","509","507","492","505","494","496","499","500","503","505","499","498","500","505","502","504","500","497","494","508","496","498","497","502","507","510","500","493","504","493"
"0026","pop1","505","507","493","492","500","503","506","496","502","502","507","507","498","492","506","504","501","499","503","505","495","497","504","499","505","500","500","506","502","492","496","495","497","508","507","500","498","506","505","506"
"0027","pop1","510","507","493","502","501","502","501","507","501","506","506","505","492","495","505","496","501","499","507","507","494","498","501","504","504","508","499","504","494","508","498","501","502","503","507","505","499","493","504","503"
"0028","pop1","505","499","494","497","499","501","494","504","504","491","509","510","498","494","495","496","503","498","500","505","500","508","500","499","507","500","502","496","498","493","496","496","497","497","507","499","493","498","505","504"
"0029","pop1","508","509","493","502","504","503","494","498","492","502","505","510","498","493","501","503","501","502","502","505","500","492","500","505","505","510","505","501","506","498","496","492","497","504","507","507","497","505","505","503"
"0030","pop1","504","506","494","491","500","502","494","498","501","501","506","508","501","497","494","501","502","502","502","505","498","500","499","503","505","501","503","503","502","497","496","499","497","506","507","498","499","498","505","504"
"0031","pop1","507","507","492","491","501","501","495","494","503","502","507","505","501","502","506","496","500","502","503","505","494","496","498","499","506","505","502","500","495","495","496","495","504","503","504","506","498","503","505","505"
"0032","pop1","498","502","493","491","504","506","492","501","504","504","506","505","493","496","498","504","500","502","505","498","498","493","501","504","505","504","499","504","495","492","495","495","497","503","504","500","493","505","493","507"
"0033","pop1","510","502","493","496","504","504","502","494","492","496","508","507","495","505","503","505","501","502","504","506","497","509","500","498","503","501","502","500","494","498","495","495","504","508","510","500","502","494","498","498"
"0034","pop1","505","509","493","493","504","506","508","502","492","491","509","505","501","494","503","496","501","504","505","504","499","500","502","503","504","508","504","501","499","493","496","494","502","499","507","509","492","494","505","506"
"0035","pop1","506","510","493","503","504","503","494","496","493","494","508","507","501","493","503","508","499","502","507","498","509","498","500","499","505","500","499","500","493","507","495","499","507","504","509","509","493","492","492","498"
"0036","pop1","503","509","491","502","501","502","504","493","492","504","509","510","501","499","497","496","502","498","502","504","494","496","501","499","506","501","502","501","495","494","503","503","497","504","507","510","504","496","505","504"
"0037","pop1","499","509","491","501","502","506","508","504","501","500","506","507","498","497","497","495","501","500","505","506","496","499","500","501","502","506","504","500","494","498","497","495","497","506","510","508","500","499","505","505"
"0038","pop1","503","497","493","492","500","505","498","503","491","497","505","510","498","494","494","501","501","499","492","492","499","498","501","499","505","507","504","503","495","493","499","504","503","501","509","510","493","502","506","504"
"0039","pop1","506","507","493","491","500","500","492","498","503","500","505","504","494","492","506","495","501","500","502","505","499","498","502","497","505","500","504","503","495","494","495","494","497","502","507","509","496","494","505","498"
"0040","pop1","506","503","492","495","504","500","494","493","501","502","505","510","492","493","503","495","499","502","501","501","496","498","500","497","503","500","505","502","506","507","496","497","507","496","505","510","498","494","493","507"
