20,5000,2,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,pop2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind,Pop,locus1, ,locus2, ,locus3, ,locus4, ,locus5, ,locus6, ,locus7, ,locus8, ,locus9, ,locus10, ,locus11, ,locus12, ,locus13, ,locus14, ,locus15, ,locus16, ,locus17, ,locus18, ,locus19, ,locus20, 
"0001","pop1","505","498","495","493","501","500","497","503","503","492","503","492","491","492","503","501","505","507","494","501","502","502","502","501","494","498","494","498","502","500","502","502","500","499","498","497","502","497","494","494"
"0002","pop1","498","499","503","501","500","497","495","504","504","493","503","491","499","497","503","502","507","506","494","494","502","495","501","500","493","497","494","495","495","499","502","503","510","510","508","500","504","507","507","506"
"0003","pop1","501","503","501","497","504","498","504","499","492","493","501","504","491","492","500","499","501","499","494","497","495","499","502","498","495","496","498","497","505","507","507","492","510","494","508","494","503","498","492","491"
"0004","pop1","498","499","493","492","501","501","504","498","504","493","503","499","491","498","502","500","499","500","497","500","505","501","501","497","494","498","496","510","507","496","509","501","499","497","498","498","502","501","503","495"
"0005","pop1","504","504","502","499","501","500","504","502","492","504","501","493","491","494","501","499","507","504","494","500","502","496","499","499","493","495","498","510","496","496","501","494","508","496","498","494","497","504","494","493"
"0006","pop1","498","499","501","499","497","504","497","502","492","492","504","505","494","495","500","499","508","494","494","501","495","500","501","495","495","499","498","496","496","496","493","505","500","510","497","493","503","501","507","493"
"0007","pop1","498","500","497","494","498","502","504","494","493","495","503","502","497","493","500","496","501","499","494","493","495","496","502","500","494","498","509","509","505","496","503","501","500","505","497","509","501","505","494","509"
"0008","pop1","498","502","502","499","504","505","503","494","492","491","503","504","497","496","501","499","501","503","493","498","498","504","498","496","498","501","494","506","494","494","502","507","499","507","493","499","498","508","507","503"
"0009","pop1","498","497","503","502","504","499","497","504","493","502","503","503","495","493","500","500","508","508","494","497","498","498","501","500","494","500","494","498","494","498","495","495","499","496","493","491","504","505","508","508"
"0010","pop1","498","504","499","500","497","499","494","506","492","504","503","501","498","494","501","502","492","509","500","498","495","499","500","503","495","496","496","493","500","508","502","491","499","505","497","500","503","498","507","507"
"0011","pop1","500","500","503","497","501","498","504","498","491","494","503","500","497","494","502","502","507","508","494","498","500","498","501","497","493","493","494","496","500","495","507","493","497","509","493","499","501","501","507","502"
"0012","pop1","505","497","502","498","500","498","502","502","491","494","503","495","491","492","499","497","492","491","497","497","500","498","501","497","494","494","494","510","495","497","500","506","500","508","493","499","503","499","494","507"
"0013","pop1","505","498","501","496","500","503","504","494","491","502","492","506","492","493","502","500","503","491","498","498","499","498","501","500","494","501","494","508","496","498","492","494","509","509","499","496","505","506","492","508"
"0014","pop1","505","497","502","499","500","499","504","502","492","502","503","497","492","499","500","496","492","510","497","498","499","499","502","501","499","501","495","509","499","494","494","506","507","491","497","497","498","500","492","503"
"0015","pop1","501","504","497","502","497","498","503","503","495","494","504","493","491","496","501","500","505","508","499","492","499","500","502","497","494","498","498","503","496","497","493","500","499","496","498","501","503","501","507","507"
"0016","pop1","498","500","499","499","501","499","503","502","492","504","499","505","493","496","500","496","503","492","494","497","495","498","497","503","495","502","509","507","496","496","502","507","510","509","498","500","501","500","507","503"
"0017","pop1","503","506","501","502","500","499","504","504","503","502","503","504","492","492","500","499","505","500","497","502","495","496","502","498","494","499","498","506","495","497","502","507","505","509","497","493","507","503","508","505"
"0018","pop1","505","499","503","497","498","502","503","496","504","494","503","505","498","498","500","498","505","504","497","499","498","497","501","498","494","495","496","510","495","496","493","500","508","496","493","496","507","501","507","492"
"0019","pop1","498","502","492","499","503","495","504","499","492","504","504","505","491","493","502","502","504","503","494","497","500","498","502","505","494","499","494","498","499","496","503","492","509","498","497","497","497","505","492","492"
"0020","pop1","498","498","495","496","500","499","504","498","493","493","503","497","491","492","500","499","508","509","494","500","496","498","501","497","494","492","510","493","496","494","502","502","510","491","498","497","499","500","494","492"
"0021","pop1","498","502","501","499","498","502","504","498","504","504","491","504","495","500","500","500","507","492","495","496","499","498","500","500","493","495","494","509","500","494","505","497","507","506","498","498","502","500","507","493"
"0022","pop1","498","504","493","497","502","499","494","496","503","502","503","501","493","496","501","498","505","503","494","500","502","499","502","496","494","501","495","508","496","494","509","508","499","498","500","499","507","498","494","503"
"0023","pop1","506","507","495","498","500","499","503","494","493","505","503","492","492","495","501","496","507","504","494","498","505","504","500","503","494","494","498","509","494","494","501","501","499","509","497","499","502","501","492","502"
"0024","pop1","497","507","503","498","498","502","504","504","495","494","504","493","491","498","498","495","507","506","497","495","501","496","498","497","494","495","497","503","494","497","501","495","499","496","493","493","503","503","507","508"
"0025","pop1","498","499","501","500","500","498","506","500","492","492","503","500","491","495","501","501","507","506","497","498","499","498","500","497","498","496","495","506","496","497","494","500","492","493","497","499","502","504","507","492"
"0026","pop1","498","499","498","498","499","499","497","505","492","493","503","494","491","498","502","502","507","503","494","492","499","498","502","497","494","500","510","506","496","494","502","500","499","507","497","508","503","500","507","507"
"0027","pop1","504","502","501","502","501","499","503","503","492","504","504","504","491","492","499","499","494","503","494","500","496","500","500","500","493","495","510","510","495","494","501","504","500","510","499","496","501","506","507","492"
"0028","pop1","503","494","501","498","504","498","503","503","492","493","503","504","491","498","503","498","506","509","494","494","499","497","500","500","494","496","509","493","496","501","507","493","508","505","497","501","503","501","493","508"
"0029","pop1","502","502","503","499","501","498","495","498","503","493","503","503","492","494","502","500","505","507","494","497","500","497","500","498","495","495","509","501","507","504","501","493","499","498","497","508","501","508","509","502"
"0030","pop1","498","500","501","498","504","499","499","498","504","494","492","504","491","500","501","500","507","508","494","494","504","503","501","497","495","500","498","498","495","501","503","495","510","497","498","499","504","507","506","493"
"0031","pop1","505","505","503","501","499","499","495","504","503","503","503","504","492","496","501","499","503","491","497","500","502","498","501","500","496","499","493","507","500","504","502","503","499","510","493","499","508","506","507","493"
"0032","pop1","498","499","495","498","500","505","503","501","494","494","503","491","494","500","496","497","506","493","494","501","498","493","501","500","494","499","508","503","495","496","509","506","510","497","494","501","503","499","507","502"
"0033","pop1","498","502","499","499","501","504","503","499","493","494","504","500","499","498","500","496","494","503","494","497","499","497","498","497","498","495","509","509","496","494","507","495","509","493","497","496","504","498","492","502"
"0034","pop1","499","503","503","501","502","499","499","505","492","492","503","504","492","494","502","500","505","503","501","500","505","496","502","498","497","495","494","509","498","497","502","493","510","509","498","499","502","506","492","492"
"0035","pop1","499","503","497","499","502","499","497","504","491","502","503","501","491","495","496","498","505","508","499","495","501","497","500","499","494","494","498","510","494","497","501","506","500","498","494","501","501","500","492","496"
