20,5000,2,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,pop2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind,Pop,locus1, ,locus2, ,locus3, ,locus4, ,locus5, ,locus6, ,locus7, ,locus8, ,locus9, ,locus10, ,locus11, ,locus12, ,locus13, ,locus14, ,locus15, ,locus16, ,locus17, ,locus18, ,locus19, ,locus20, 
"0001","pop1","499","504","508","507","500","500","501","500","500","502","492","491","499","497","502","505","503","505","494","504","497","501","500","492","507","508","505","503","501","501","496","493","501","498","508","498","508","510","504","507"
"0002","pop1","497","497","509","510","500","503","498","499","502","495","496","498","497","507","497","498","506","500","492","492","499","495","492","494","507","508","502","508","506","506","493","493","497","499","498","498","509","499","504","504"
"0003","pop1","501","496","508","509","502","505","498","504","500","496","491","491","500","509","499","499","500","500","507","499","495","494","492","499","507","509","508","500","503","494","496","492","496","496","498","507","510","506","509","509"
"0004","pop1","497","501","508","507","500","504","499","496","495","496","491","499","499","505","500","503","506","500","494","495","497","497","497","502","509","509","500","500","501","503","491","495","501","497","507","493","509","503","506","501"
"0005","pop1","499","497","507","509","500","507","500","499","495","501","496","498","499","509","497","499","506","504","496","505","494","498","492","496","507","507","505","503","503","500","496","495","497","497","499","509","508","507","508","497"
"0006","pop1","499","500","507","509","507","510","501","499","501","501","494","495","510","508","498","506","500","507","504","492","493","503","494","494","507","506","500","510","503","504","492","495","497","504","497","503","508","510","508","510"
"0007","pop1","497","502","507","509","500","502","501","492","495","499","491","494","507","509","503","504","500","501","505","505","499","496","492","497","508","506","510","509","501","503","496","492","498","500","508","500","508","508","504","509"
"0008","pop1","499","498","507","506","502","502","500","492","496","494","498","497","497","507","498","503","500","500","496","506","493","496","494","499","508","509","502","502","504","495","496","494","498","500","498","507","509","506","509","508"
"0009","pop1","499","499","510","501","502","501","500","497","500","496","496","497","508","501","497","497","506","500","494","495","498","498","492","493","507","508","509","501","501","504","493","494","501","498","508","509","508","506","510","505"
"0010","pop1","497","496","508","507","504","499","500","504","496","499","497","497","509","509","497","498","506","499","492","495","494","491","493","493","507","508","510","499","503","503","496","493","501","499","497","504","508","502","507","503"
"0011","pop1","499","497","509","510","502","502","500","497","500","503","491","498","499","510","498","500","499","498","494","505","495","491","494","495","507","508","501","499","501","503","493","495","497","497","507","497","510","498","509","508"
