20,5000,2,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,pop2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind,Pop,locus1, ,locus2, ,locus3, ,locus4, ,locus5, ,locus6, ,locus7, ,locus8, ,locus9, ,locus10, ,locus11, ,locus12, ,locus13, ,locus14, ,locus15, ,locus16, ,locus17, ,locus18, ,locus19, ,locus20, 
"0001","pop1","506","504","499","500","510","507","503","503","505","500","497","492","503","503","509","505","495","502","504","502","504","506","501","506","496","495","495","499","498","505","503","497","506","505","507","503","498","498","498","499"
"0002","pop1","500","505","503","503","508","508","504","497","505","501","497","494","504","505","509","506","495","492","503","500","497","498","499","503","495","497","494","497","505","495","500","500","494","503","508","504","498","500","494","502"
"0003","pop1","503","503","503","502","499","509","501","496","505","498","496","503","508","506","507","499","493","497","502","503","508","505","502","498","496","495","494","494","496","503","500","502","505","502","503","505","494","495","499","509"
"0004","pop1","504","507","499","495","508","504","498","498","504","496","498","498","508","502","509","502","495","493","502","502","505","502","509","504","502","494","494","493","498","502","506","504","499","504","504","500","501","493","509","493"
"0005","pop1","505","507","499","502","508","503","498","498","505","501","501","495","504","502","509","508","502","492","501","499","502","509","505","507","494","499","495","494","505","504","499","501","499","504","504","505","498","500","509","509"
"0006","pop1","505","507","502","498","507","504","496","502","498","503","497","493","502","510","506","502","495","503","502","503","497","503","502","492","496","496","495","495","503","504","500","500","505","504","503","496","498","496","503","508"
"0007","pop1","500","502","503","505","503","500","503","496","498","499","497","495","503","505","509","510","495","503","503","500","505","502","507","500","495","494","495","497","498","505","503","502","505","503","508","501","496","499","494","494"
"0008","pop1","504","504","498","498","507","508","497","499","505","498","494","499","506","502","509","508","495","503","504","503","503","500","509","504","497","500","495","498","495","494","497","501","503","500","504","505","500","499","496","496"
"0009","pop1","504","505","498","498","510","505","498","499","505","498","492","501","504","502","509","508","502","494","504","500","504","503","505","505","495","494","494","496","502","497","504","499","504","500","503","502","499","492","509","496"
"0010","pop1","500","505","502","505","499","509","498","499","501","496","498","500","502","500","510","500","495","499","502","498","509","507","496","508","495","500","494","496","503","503","502","507","505","502","507","502","501","492","497","497"
"0011","pop1","504","507","502","497","510","505","499","499","505","501","498","493","502","509","509","505","492","503","503","500","502","500","506","496","497","500","495","504","503","501","501","505","506","504","504","502","501","493","494","497"
"0012","pop1","506","510","499","499","508","509","502","499","498","506","493","506","502","509","509","510","503","506","503","500","497","498","504","508","496","503","494","500","503","497","503","501","505","503","508","505","500","500","499","507"
"0013","pop1","506","507","499","496","507","505","497","500","505","498","497","497","504","502","507","492","504","498","504","506","502","503","502","507","495","501","494","504","505","501","501","507","503","501","503","504","501","493","494","509"
"0014","pop1","505","507","505","501","508","505","503","497","506","497","497","498","503","506","509","492","503","504","503","501","498","509","502","493","497","502","497","501","504","497","503","502","505","502","503","505","494","499","499","509"
"0015","pop1","505","501","503","502","509","502","499","506","506","506","494","493","508","502","509","508","502","496","502","503","503","503","506","500","495","500","495","501","495","504","500","505","505","505","508","508","498","494","499","497"
"0016","pop1","504","502","502","502","507","500","503","499","503","506","492","493","506","507","506","492","492","500","502","500","498","508","506","508","495","495","500","500","505","504","500","506","505","500","503","508","498","496","509","496"
"0017","pop1","500","508","501","501","508","501","498","498","503","497","497","494","503","506","506","500","493","499","502","499","498","503","501","505","502","498","494","496","498","505","500","500","503","498","503","505","500","496","496","501"
"0018","pop1","503","503","505","496","510","508","501","502","505","498","499","506","505","501","506","499","502","503","504","501","503","507","503","500","495","503","494","500","496","497","503","498","502","499","507","504","498","497","498","509"
"0019","pop1","507","502","500","498","510","497","497","500","505","501","496","500","502","501","509","506","502","493","502","499","508","501","503","504","500","498","493","501","505","508","503","504","503","504","503","509","496","492","507","495"
"0020","pop1","506","502","500","498","509","506","503","500","498","506","494","491","508","507","499","498","495","499","504","501","505","503","502","493","496","495","494","505","503","502","503","502","494","502","508","499","498","496","499","497"
"0021","pop1","500","503","503","501","507","508","502","502","498","504","496","493","503","501","500","501","499","506","503","501","504","508","502","507","494","500","497","497","496","497","500","500","502","504","504","504","493","499","509","507"
"0022","pop1","506","507","500","503","505","502","496","498","498","506","498","495","506","507","505","506","499","506","502","503","505","503","501","494","499","500","499","493","504","493","502","505","505","500","504","499","500","494","509","510"
"0023","pop1","505","507","500","496","500","500","496","499","506","506","498","493","503","508","509","510","495","499","504","499","508","508","496","508","495","503","504","502","492","506","502","504","506","505","503","506","500","492","509","501"
"0024","pop1","506","502","502","502","509","500","497","497","505","507","497","495","508","509","509","503","495","499","504","503","504","505","506","503","496","494","504","500","505","495","497","500","500","500","504","502","500","501","503","495"
"0025","pop1","500","503","499","499","508","505","502","499","504","506","495","500","506","506","509","499","502","501","501","505","504","502","503","505","495","500","504","500","505","503","499","499","503","504","505","497","496","499","498","500"
"0026","pop1","504","508","498","501","508","500","503","497","505","506","498","493","504","502","507","499","492","506","499","497","504","505","505","508","495","503","495","505","497","499","500","502","503","503","508","501","493","496","509","496"
"0027","pop1","502","508","498","505","505","505","497","498","505","507","503","498","503","507","509","506","495","493","502","503","498","505","503","504","495","500","494","496","503","503","500","502","503","503","508","505","493","492","508","497"
"0028","pop1","507","509","503","498","508","509","497","500","505","505","498","499","503","502","509","505","502","493","501","499","508","509","498","505","496","496","497","496","498","498","499","505","494","503","503","499","492","492","499","494"
"0029","pop1","503","501","499","503","500","500","503","496","505","499","498","495","504","507","502","500","502","506","500","501","504","503","503","505","503","501","494","496","503","508","503","498","503","495","507","501","499","499","494","496"
"0030","pop1","503","507","503","505","508","500","502","502","505","503","492","500","503","504","509","506","493","493","502","499","504","497","496","493","496","499","497","498","495","503","500","500","503","496","504","504","500","496","498","499"
"0031","pop1","503","501","502","506","503","505","501","499","505","506","494","494","505","501","509","509","496","496","500","500","508","503","505","493","501","498","495","497","498","493","503","497","504","492","504","504","500","501","499","495"
"0032","pop1","503","502","498","498","503","500","503","497","505","506","494","496","504","506","500","503","495","495","502","503","506","507","496","508","495","503","496","503","498","503","502","502","506","494","508","504","500","500","496","497"
