20,5000,2,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,pop2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind,Pop,locus1, ,locus2, ,locus3, ,locus4, ,locus5, ,locus6, ,locus7, ,locus8, ,locus9, ,locus10, ,locus11, ,locus12, ,locus13, ,locus14, ,locus15, ,locus16, ,locus17, ,locus18, ,locus19, ,locus20, 
"0001","pop1","498","508","503","503","495","497","497","507","493","494","498","492","496","508","499","500","510","507","504","502","499","504","495","503","491","493","502","504","500","493","509","497","506","497","502","496","493","497","502","499"
"0002","pop1","500","506","502","504","505","504","501","509","493","492","492","491","507","509","504","503","506","505","494","493","499","502","495","500","495","497","499","499","494","494","497","498","496","509","494","500","495","503","492","501"
"0003","pop1","508","501","502","501","496","498","501","500","494","492","500","497","508","509","501","508","506","506","493","493","502","500","496","498","493","492","497","500","493","499","501","502","494","493","495","503","497","502","495","506"
"0004","pop1","498","506","502","505","495","498","501","508","494","491","500","493","508","510","500","503","507","508","494","500","498","505","496","507","491","496","504","496","493","499","498","499","505","508","503","497","493","503","492","497"
"0005","pop1","506","499","502","502","497","500","509","503","492","495","497","496","498","498","500","501","508","508","502","501","500","505","498","499","493","500","495","501","493","499","497","499","505","495","496","499","495","501","497","503"
"0006","pop1","498","507","506","500","505","499","501","500","492","492","492","505","508","507","499","508","508","508","502","503","499","510","500","499","497","496","502","496","500","499","498","501","509","495","502","504","497","495","499","503"
"0007","pop1","504","505","503","500","496","507","507","506","494","491","500","499","508","508","499","500","510","500","504","502","500","501","495","493","497","496","503","493","500","499","496","504","497","494","495","503","503","500","506","503"
"0008","pop1","500","493","503","504","496","496","507","492","494","492","497","502","509","498","499","505","507","506","502","501","510","506","496","498","496","499","495","494","499","497","501","499","497","509","497","501","506","496","492","493"
"0009","pop1","499","499","503","501","497","503","501","494","494","492","493","505","508","508","509","498","507","506","502","505","500","506","500","498","500","499","504","505","494","494","501","508","497","495","500","503","497","505","501","503"
"0010","pop1","499","507","502","499","505","496","506","504","493","493","493","502","509","505","499","502","507","504","504","493","504","503","495","496","497","494","502","499","493","498","509","499","505","510","494","503","497","496","493","494"
"0011","pop1","499","497","502","505","505","500","509","505","493","493","491","504","510","498","499","500","506","505","501","503","505","510","495","496","500","498","497","500","500","493","510","500","509","505","503","499","497","492","492","506"
"0012","pop1","499","503","502","505","497","506","501","492","493","492","492","491","508","508","499","503","506","499","494","493","502","500","507","499","497","492","502","501","500","498","498","501","509","509","502","494","493","494","494","504"
"0013","pop1","505","503","502","506","496","503","501","503","493","491","492","500","507","510","499","504","506","509","493","493","499","506","495","498","496","496","502","500","493","503","509","508","497","496","496","496","496","507","494","498"
"0014","pop1","501","499","502","502","498","503","506","498","495","495","493","493","508","509","499","498","510","509","502","503","504","502","497","510","497","496","503","493","496","501","498","501","509","505","502","501","497","494","503","503"
"0015","pop1","508","507","506","499","499","506","505","502","493","491","492","497","509","509","499","499","504","501","502","503","499","505","499","502","491","496","502","499","500","496","498","501","509","510","495","499","497","504","492","491"
"0016","pop1","494","495","502","505","504","507","500","493","493","494","492","500","507","498","509","506","508","499","502","502","502","505","500","498","491","497","504","493","500","499","502","496","509","504","494","495","492","494","503","491"
