20,5000,2,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,pop2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind,Pop,locus1, ,locus2, ,locus3, ,locus4, ,locus5, ,locus6, ,locus7, ,locus8, ,locus9, ,locus10, ,locus11, ,locus12, ,locus13, ,locus14, ,locus15, ,locus16, ,locus17, ,locus18, ,locus19, ,locus20, 
"0001","pop1","509","508","496","496","501","499","502","498","491","496","500","492","504","502","496","491","504","495","499","500","495","491","491","504","503","503","500","501","504","498","497","509","494","505","499","505","508","504","509","509"
"0002","pop1","508","504","509","506","493","502","506","497","498","497","504","491","499","500","496","494","505","503","500","500","503","509","499","494","503","504","501","501","504","500","500","502","503","502","509","508","503","503","504","507"
"0003","pop1","508","493","506","497","500","504","506","497","496","499","493","493","504","503","491","495","504","495","496","497","494","500","491","503","505","502","501","497","504","505","497","508","494","494","509","510","504","505","507","505"
"0004","pop1","508","504","505","505","502","492","504","503","496","495","494","496","499","497","495","495","494","494","493","505","503","499","505","501","503","502","502","502","504","507","510","499","502","491","505","506","503","505","507","506"
"0005","pop1","505","494","506","495","500","498","496","500","491","493","506","498","504","498","496","495","503","502","500","495","496","493","494","505","503","503","500","496","508","502","500","501","502","509","510","506","504","504","507","506"
"0006","pop1","493","506","506","497","501","502","497","495","499","501","497","499","502","500","497","497","497","496","499","503","491","499","494","503","503","502","501","497","498","502","497","499","505","503","508","504","503","507","506","503"
"0007","pop1","494","494","503","508","499","502","502","506","496","495","500","495","500","500","497","498","505","498","500","503","503","502","491","492","506","500","501","501","502","506","497","497","502","504","504","503","503","500","506","510"
"0008","pop1","505","505","505","505","500","500","497","500","495","500","492","494","503","494","496","501","503","496","493","503","495","494","503","505","503","498","500","498","502","502","509","498","494","494","508","510","508","502","509","508"
"0009","pop1","508","493","506","507","504","497","496","508","496","501","492","494","500","500","496","501","496","508","502","492","494","494","501","498","507","509","497","498","502","501","510","496","502","495","510","498","504","506","509","507"
"0010","pop1","509","498","496","505","500","503","498","498","499","499","493","495","504","493","497","502","505","496","493","502","500","499","504","501","506","508","501","503","508","502","497","495","502","502","505","510","504","502","507","508"
"0011","pop1","498","495","495","507","502","505","502","503","496","497","500","494","500","493","491","495","504","496","501","501","495","494","494","501","503","503","500","503","508","501","498","507","493","493","506","504","503","507","505","494"
"0012","pop1","508","495","496","506","502","503","506","507","497","493","494","494","502","503","501","499","504","496","500","494","495","493","503","497","500","499","501","497","505","502","499","499","503","492","510","506","504","502","509","508"
"0013","pop1","505","495","505","493","501","499","498","503","493","492","506","506","499","500","498","498","505","496","500","493","503","502","491","504","506","507","500","501","502","502","497","508","505","492","509","498","505","507","504","494"
"0014","pop1","505","495","496","506","501","497","502","510","496","493","500","493","499","500","492","500","495","498","499","500","500","510","491","502","504","504","500","500","507","502","497","499","503","502","504","504","507","509","504","507"
"0015","pop1","508","505","507","499","502","498","498","509","496","499","492","496","499","499","491","501","496","496","500","495","509","500","501","502","504","501","501","497","500","501","498","504","503","496","508","507","503","505","509","507"
"0016","pop1","493","493","495","508","499","499","510","499","496","496","493","499","502","499","496","497","495","496","500","501","509","509","491","505","503","509","500","501","502","501","508","495","504","501","510","506","504","498","508","508"
"0017","pop1","508","505","505","495","501","500","502","503","496","495","500","499","502","501","491","498","504","503","499","495","499","499","491","501","504","508","502","496","504","507","499","498","494","504","510","496","500","501","509","505"
"0018","pop1","493","495","496","491","500","500","503","503","496","492","491","506","502","499","497","498","496","496","500","501","500","499","502","502","506","499","501","497","506","499","509","501","503","493","504","498","503","509","507","505"
"0019","pop1","505","492","508","507","501","500","509","505","495","493","492","494","500","495","496","492","504","497","502","494","491","500","498","502","503","504","500","497","505","501","509","501","503","502","508","510","508","499","509","504"
"0020","pop1","508","494","506","505","492","503","502","497","496","496","494","499","499","493","496","498","508","492","502","501","502","506","504","497","503","499","500","501","504","502","501","504","502","502","509","498","504","507","509","504"
"0021","pop1","493","495","506","507","501","501","500","509","496","499","494","506","502","499","497","497","509","501","500","503","500","506","502","500","498","510","501","496","504","502","501","507","491","492","499","506","504","505","505","508"
"0022","pop1","494","498","506","505","493","502","498","509","495","495","493","496","497","496","496","500","500","506","496","495","495","499","504","498","503","504","501","499","505","507","497","498","502","493","504","496","503","496","509","506"
"0023","pop1","505","501","506","507","501","502","498","504","495","492","504","494","504","503","496","502","494","497","500","496","495","509","494","502","503","506","501","502","505","507","498","504","502","502","505","505","500","498","509","506"
"0024","pop1","508","505","506","506","500","500","498","499","499","499","494","498","496","506","495","495","502","501","500","495","510","508","502","493","504","509","502","502","502","506","497","499","503","492","509","497","504","509","504","508"
"0025","pop1","494","498","509","505","501","501","497","508","492","494","494","495","504","498","495","497","494","496","500","502","503","500","494","498","503","506","500","502","505","501","501","504","494","501","510","502","504","499","508","494"
"0026","pop1","505","494","506","508","500","491","504","504","497","493","493","498","500","501","501","499","505","499","500","500","500","502","492","502","506","510","501","496","508","502","507","507","502","502","508","498","504","505","509","508"
"0027","pop1","508","494","505","505","500","500","499","499","496","495","492","494","500","497","496","491","504","498","494","491","509","499","491","492","503","505","500","498","504","502","500","501","502","493","504","503","504","503","509","509"
"0028","pop1","493","505","503","508","493","504","498","497","491","500","494","497","500","498","495","498","501","493","503","494","495","510","503","502","506","506","501","502","498","501","509","503","503","500","499","498","505","502","509","509"
"0029","pop1","508","505","491","491","497","503","508","499","499","493","500","497","503","498","496","498","496","496","500","502","499","499","491","502","502","508","500","503","504","508","501","498","502","495","510","504","503","506","504","505"
"0030","pop1","493","494","508","508","500","492","503","503","498","493","492","495","502","499","496","494","504","504","499","499","499","493","505","502","503","510","501","496","500","506","508","510","504","510","505","503","508","503","509","508"
"0031","pop1","493","505","506","508","500","504","500","499","500","494","493","494","499","500","496","496","505","503","500","494","494","500","491","498","504","508","502","499","504","505","498","498","503","491","508","510","504","506","503","508"
"0032","pop1","504","499","506","505","502","494","508","499","497","492","493","493","497","501","495","499","495","500","500","501","509","510","491","501","503","498","500","501","500","508","498","504","502","493","509","509","504","509","504","507"
"0033","pop1","508","506","496","506","499","503","499","494","491","497","492","506","497","498","496","502","503","496","493","503","494","502","502","496","508","510","500","497","501","499","499","498","503","502","508","510","508","503","509","507"
"0034","pop1","506","496","503","499","500","500","503","499","499","492","496","506","502","499","496","496","504","508","499","502","494","499","491","497","500","500","501","505","505","497","497","496","493","493","495","501","504","504","510","508"
"0035","pop1","493","507","506","505","501","500","497","494","497","495","500","503","500","503","495","498","505","501","500","502","491","492","499","492","503","501","502","498","504","507","499","495","494","502","510","497","506","501","509","509"
"0036","pop1","507","491","506","505","502","498","497","504","497","493","501","501","499","494","491","492","503","502","500","500","495","499","498","495","504","509","502","499","507","502","497","500","494","503","505","498","504","504","509","507"
"0037","pop1","493","497","498","504","499","502","504","500","491","495","500","496","504","499","496","491","504","508","500","493","495","491","504","503","502","510","500","499","500","501","499","506","503","502","509","507","504","506","509","493"
"0038","pop1","504","493","505","507","499","500","504","509","496","496","493","498","504","502","496","494","497","509","502","492","493","497","502","500","502","509","501","497","505","502","499","495","494","503","508","508","504","505","509","506"
"0039","pop1","504","505","509","508","493","502","498","503","493","501","493","499","500","498","494","499","495","501","496","501","494","499","497","500","505","502","500","495","507","502","497","506","502","510","509","508","504","504","505","506"
"0040","pop1","504","506","506","499","502","503","497","503","496","497","492","492","504","503","496","496","496","506","492","501","495","493","502","502","502","506","500","501","501","495","508","510","494","503","505","510","504","503","509","506"
"0041","pop1","495","495","506","505","502","500","504","496","496","495","493","498","503","501","496","500","504","504","496","504","494","510","503","492","506","501","500","501","505","499","500","510","494","502","504","504","507","499","509","508"
"0042","pop1","494","506","497","508","502","500","498","497","496","499","492","493","501","501","496","497","503","502","500","503","509","498","505","497","502","491","502","504","508","508","500","500","502","495","510","504","504","500","509","508"
"0043","pop1","494","495","506","506","502","494","497","507","496","497","500","494","499","497","496","494","495","502","501","501","509","497","504","494","502","491","501","496","500","501","509","501","502","502","510","503","504","510","509","508"
"0044","pop1","508","498","506","503","502","500","509","499","499","493","493","494","502","501","495","501","504","503","500","493","509","510","499","498","506","493","501","501","505","499","499","501","494","496","509","497","508","506","509","509"
"0045","pop1","493","505","495","508","500","492","503","510","499","499","494","503","500","496","496","492","505","503","500","503","509","510","498","502","503","499","497","496","505","501","499","498","503","503","499","510","508","503","506","510"
"0046","pop1","493","505","505","505","500","492","498","498","496","499","495","501","502","500","491","498","505","506","503","491","503","500","494","498","506","498","500","501","505","502","500","498","492","492","510","504","504","507","509","505"
"0047","pop1","508","499","496","497","499","503","498","503","497","492","492","497","500","494","491","501","503","501","494","494","503","494","494","498","507","509","500","499","505","508","499","498","502","493","498","507","504","504","507","505"
"0048","pop1","505","505","495","499","502","498","498","507","493","493","497","499","502","503","494","495","504","496","500","501","510","501","494","498","502","508","497","502","505","502","497","508","505","492","506","498","503","500","509","507"
