20,5000,2,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,pop2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind,Pop,locus1, ,locus2, ,locus3, ,locus4, ,locus5, ,locus6, ,locus7, ,locus8, ,locus9, ,locus10, ,locus11, ,locus12, ,locus13, ,locus14, ,locus15, ,locus16, ,locus17, ,locus18, ,locus19, ,locus20, 
"0001","pop1","506","492","502","500","499","493","508","508","496","507","491","508","506","506","497","501","500","502","502","503","492","497","509","509","500","500","498","496","496","493","501","493","504","497","502","500","503","509","500","499"
"0002","pop1","506","499","500","503","498","498","502","500","496","504","506","506","491","505","497","505","504","498","497","495","498","501","504","510","500","502","498","492","496","493","501","502","497","498","508","497","508","510","500","496"
"0003","pop1","506","494","499","498","497","496","502","498","508","506","497","493","509","510","496","506","500","498","495","499","499","496","504","507","500","497","499","491","493","505","501","493","498","496","497","494","509","508","501","494"
"0004","pop1","506","495","503","503","499","494","500","498","506","493","500","504","506","493","501","499","504","499","508","505","492","499","509","506","500","502","499","493","494","501","501","502","494","494","500","495","509","509","496","501"
"0005","pop1","495","501","500","500","498","496","501","501","506","494","499","496","509","503","496","499","498","497","497","498","492","497","509","506","500","502","493","500","494","510","501","493","496","496","506","496","505","507","504","503"
"0006","pop1","506","505","501","504","496","500","501","503","507","506","494","498","505","492","505","506","502","503","499","498","498","501","506","505","499","501","499","500","506","497","494","497","504","493","497","503","509","497","496","502"
"0007","pop1","495","493","502","497","495","495","508","494","509","492","500","505","504","508","494","503","498","505","492","494","501","499","509","502","502","501","496","492","497","509","494","500","506","503","497","495","510","510","499","503"
"0008","pop1","506","496","497","505","495","495","508","507","493","493","510","495","509","510","501","504","500","503","492","496","498","499","501","508","497","501","499","494","499","504","501","495","504","497","500","501","508","505","496","494"
"0009","pop1","506","497","499","501","499","498","502","493","507","494","510","502","504","504","499","502","502","498","499","507","498","499","510","506","500","504","494","497","496","508","502","500","497","498","497","497","508","506","496","494"
"0010","pop1","494","494","501","506","495","501","508","500","506","494","493","505","506","508","501","506","501","496","492","494","498","495","506","506","500","501","500","494","493","508","497","497","495","500","497","506","509","508","499","502"
"0011","pop1","494","501","505","509","493","493","501","507","508","508","494","507","506","504","505","506","504","498","499","506","501","501","505","501","502","501","491","497","509","495","501","501","497","498","503","505","497","493","496","497"
"0012","pop1","496","504","499","501","496","500","502","501","496","507","497","493","506","510","501","506","502","498","501","493","501","501","504","504","500","500","498","497","494","503","501","494","493","503","497","497","509","507","500","502"
"0013","pop1","495","495","499","498","498","500","508","502","504","494","506","496","510","503","499","493","499","503","499","496","498","496","509","510","500","500","498","494","496","508","501","495","495","501","503","503","507","494","500","501"
"0014","pop1","496","504","500","501","499","500","500","498","508","494","499","505","506","509","505","500","503","507","502","494","492","500","510","506","500","503","499","497","494","491","497","500","495","495","505","498","509","509","500","496"
"0015","pop1","506","493","501","505","494","503","500","500","507","499","496","496","506","501","506","503","503","503","499","500","498","499","504","506","502","501","491","500","509","507","502","494","496","494","497","504","508","506","496","501"
"0016","pop1","506","505","499","498","499","504","502","501","507","505","494","507","506","506","506","494","504","496","502","498","494","502","507","501","501","503","496","492","494","510","502","502","503","495","503","503","509","502","501","497"
"0017","pop1","496","496","499","505","498","501","498","507","507","508","504","499","510","507","497","505","498","497","498","507","492","497","504","510","500","500","501","503","496","495","502","500","494","499","500","499","509","505","501","501"
"0018","pop1","494","496","498","501","497","496","502","501","507","504","499","498","503","492","502","502","498","503","495","507","501","502","506","502","499","501","498","491","497","491","501","501","497","500","502","508","506","506","501","503"
"0019","pop1","495","495","502","501","498","502","500","507","507","503","504","495","510","492","506","504","502","497","499","498","497","493","503","503","500","501","496","499","493","501","501","499","496","495","495","499","509","508","504","502"
"0020","pop1","506","494","501","507","493","502","494","495","507","507","498","495","501","502","503","500","500","499","495","496","498","503","510","502","500","501","493","494","510","492","502","499","504","498","497","505","509","510","500","503"
"0021","pop1","506","492","500","501","498","500","500","501","504","506","504","499","508","508","494","500","497","497","494","507","498","501","509","502","500","500","498","503","494","501","502","502","494","495","497","503","508","510","503","506"
"0022","pop1","506","501","500","498","499","499","500","494","507","503","496","505","506","502","506","504","499","497","497","498","497","498","509","504","504","503","496","492","496","499","497","500","492","492","497","504","510","507","496","501"
"0023","pop1","493","493","500","506","499","495","508","500","506","505","500","507","508","507","494","502","502","498","497","494","501","494","504","510","500","500","493","503","493","508","494","499","504","496","495","503","509","510","499","502"
"0024","pop1","506","507","502","501","493","497","500","494","496","505","493","496","505","504","501","493","499","499","499","508","501","500","501","503","500","501","493","504","497","508","501","493","498","506","500","504","509","507","500","502"
"0025","pop1","506","501","504","504","498","495","502","501","503","497","508","493","503","507","502","500","498","496","495","499","501","495","509","501","499","499","500","494","510","491","501","494","497","496","497","497","509","508","500","503"
"0026","pop1","505","496","502","500","498","500","508","496","507","507","504","494","505","510","497","505","503","505","499","493","498","493","504","505","502","501","499","491","493","509","494","492","501","499","503","498","509","507","500","500"
"0027","pop1","507","491","502","504","498","506","508","500","504","506","508","505","510","504","501","503","498","503","498","500","495","500","510","502","500","499","496","497","494","492","501","501","495","499","496","505","509","507","500","503"
"0028","pop1","495","495","502","499","500","495","502","499","506","503","494","495","510","504","506","499","500","498","495","496","492","501","507","502","501","495","499","499","504","508","502","494","498","495","500","504","509","508","499","497"
"0029","pop1","497","507","498","505","499","499","500","499","506","493","506","504","504","504","503","504","500","502","499","499","495","494","506","505","499","501","492","500","503","492","500","498","495","499","497","496","505","507","501","494"
"0030","pop1","492","494","502","502","493","493","502","507","507","507","505","502","505","508","501","506","500","498","498","492","498","500","501","499","500","499","492","499","499","500","501","497","494","508","503","504","510","507","500","496"
"0031","pop1","493","496","502","499","498","503","508","500","507","497","498","495","506","503","499","508","499","496","497","507","501","495","504","507","500","502","492","491","503","503","493","502","504","500","494","505","509","509","500","499"
"0032","pop1","492","493","503","501","499","505","508","501","506","505","497","504","510","504","497","499","504","499","499","504","501","501","509","500","500","499","497","503","496","501","501","495","497","503","497","495","507","507","503","502"
"0033","pop1","495","491","502","507","498","501","498","501","496","506","504","495","509","510","499","493","498","497","499","492","495","500","507","501","500","502","500","495","510","495","501","502","498","499","503","498","496","495","500","501"
"0034","pop1","494","503","500","503","499","499","502","500","507","506","493","496","506","510","505","506","498","496","495","499","501","499","509","501","500","500","492","499","510","491","494","496","495","502","497","495","509","506","499","495"
"0035","pop1","506","492","499","499","499","493","508","502","507","499","494","505","509","510","501","504","502","503","498","496","495","504","510","510","500","501","496","496","497","491","501","495","496","500","497","494","507","497","501","506"
"0036","pop1","492","493","502","499","496","496","502","495","507","505","506","498","509","508","501","499","498","498","495","507","501","500","504","504","500","501","498","492","501","499","502","500","496","495","506","503","509","506","499","501"
"0037","pop1","506","496","503","499","497","502","500","498","507","507","493","505","510","503","503","502","498","503","496","496","497","491","504","510","499","501","500","494","510","495","502","494","498","493","500","504","508","507","501","503"
"0038","pop1","496","496","499","501","499","494","498","501","507","495","498","505","509","504","494","494","499","503","497","497","498","501","504","499","500","498","492","499","494","503","502","500","504","503","500","494","509","504","494","502"
"0039","pop1","495","496","498","501","494","506","502","501","507","506","504","509","505","492","503","503","498","501","498","509","497","495","504","510","500","499","498","491","493","491","501","501","497","503","500","503","506","494","501","498"
"0040","pop1","506","491","502","500","493","498","508","500","496","503","504","496","506","506","500","495","504","499","496","496","497","501","504","501","500","502","499","499","497","499","494","494","506","499","500","499","507","506","495","493"
"0041","pop1","506","493","499","506","498","494","503","507","507","493","495","502","506","509","501","501","498","503","499","498","497","496","510","507","502","501","493","497","497","500","497","497","498","492","497","499","509","497","500","496"
"0042","pop1","506","494","499","505","494","505","501","494","507","506","495","507","509","503","497","500","498","497","497","501","498","494","501","500","502","502","494","494","493","508","502","496","496","494","496","503","510","506","496","503"
"0043","pop1","493","496","500","501","498","504","502","500","506","503","500","507","505","509","505","500","502","498","495","496","498","496","509","509","497","496","498","493","508","495","493","497","498","498","497","503","509","506","503","497"
"0044","pop1","492","492","502","505","498","500","508","496","504","494","496","498","509","508","494","500","503","505","496","507","492","498","509","507","499","496","496","497","503","492","494","499","498","495","496","501","508","510","500","494"
"0045","pop1","506","506","505","505","496","504","500","500","496","506","497","495","510","502","506","494","501","507","496","501","501","495","510","503","500","500","493","495","510","503","502","491","497","495","497","504","509","508","500","498"
"0046","pop1","495","493","500","505","497","500","498","501","496","509","498","507","506","492","506","506","503","501","496","507","497","501","509","501","504","503","499","499","493","491","493","498","500","492","497","506","510","507","497","495"
"0047","pop1","492","497","499","501","494","500","500","498","492","505","496","505","509","509","497","501","498","499","497","501","501","493","509","504","499","499","491","500","494","509","501","495","497","502","505","507","508","496","506","495"
"0048","pop1","496","496","499","498","498","492","508","501","507","505","493","504","510","510","501","494","504","503","494","507","497","493","503","500","502","502","499","491","494","499","494","494","498","495","497","497","505","506","503","495"
