20,5000,2,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,pop2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind,Pop,locus1, ,locus2, ,locus3, ,locus4, ,locus5, ,locus6, ,locus7, ,locus8, ,locus9, ,locus10, ,locus11, ,locus12, ,locus13, ,locus14, ,locus15, ,locus16, ,locus17, ,locus18, ,locus19, ,locus20, 
"0001","pop1","494","497","500","500","496","494","499","500","493","494","500","505","493","497","493","495","498","503","497","502","497","493","504","501","498","495","498","497","499","502","507","504","499","500","504","502","506","507","500","496"
"0002","pop1","509","507","497","497","494","502","498","504","499","492","500","499","493","495","494","503","499","495","493","495","493","500","501","497","497","499","499","495","499","498","505","498","499","496","503","500","507","496","500","498"
"0003","pop1","510","496","497","504","496","497","500","504","494","495","499","509","495","496","495","498","503","496","499","496","493","492","499","500","495","494","498","500","499","497","501","506","493","497","500","500","505","499","500","500"
"0004","pop1","507","496","504","496","498","499","500","500","491","496","499","508","496","491","495","496","498","496","499","498","496","496","501","497","495","496","505","505","499","497","506","503","497","497","504","502","504","508","498","498"
"0005","pop1","510","495","500","501","496","497","499","503","491","491","499","499","492","492","493","492","503","495","498","501","500","496","501","502","495","497","495","507","498","500","496","502","500","494","502","499","505","504","500","499"
"0006","pop1","497","498","504","496","499","503","491","495","493","495","500","505","493","494","494","492","499","497","502","494","498","502","496","496","495","501","495","504","499","497","504","496","499","500","503","499","506","505","499","503"
"0007","pop1","496","499","496","499","500","501","503","501","492","496","499","508","492","498","495","495","499","497","498","501","496","495","501","500","495","497","498","496","498","500","506","500","500","500","500","500","506","507","500","502"
"0008","pop1","498","499","497","493","498","495","499","500","494","492","500","508","496","492","495","502","499","504","497","502","492","501","500","502","495","496","498","504","499","502","503","500","494","491","503","499","509","509","499","503"
"0009","pop1","491","491","497","496","496","499","499","497","493","494","505","499","495","492","495","507","503","504","500","500","496","495","501","502","497","500","500","508","500","500","504","498","500","497","504","502","507","509","500","499"
"0010","pop1","507","495","500","500","494","497","500","500","495","495","500","500","494","498","495","503","498","500","502","495","497","493","497","498","494","500","508","502","499","500","501","503","496","493","500","499","506","507","496","502"
"0011","pop1","498","498","496","493","493","493","504","495","492","497","500","501","492","492","493","492","497","504","500","503","492","502","496","503","497","501","504","496","498","508","507","503","500","494","503","499","506","506","500","498"
"0012","pop1","498","498","501","495","498","499","504","493","494","494","500","502","492","502","496","501","499","501","502","503","492","496","501","496","499","496","499","504","500","506","505","506","497","497","509","505","506","507","500","503"
