20,5000,2,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,pop2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind,Pop,locus1, ,locus2, ,locus3, ,locus4, ,locus5, ,locus6, ,locus7, ,locus8, ,locus9, ,locus10, ,locus11, ,locus12, ,locus13, ,locus14, ,locus15, ,locus16, ,locus17, ,locus18, ,locus19, ,locus20, 
"0001","pop1","504","506","501","501","495","495","499","504","497","496","498","502","494","507","500","499","509","508","495","494","503","496","495","494","492","492","492","504","501","500","496","504","499","498","499","507","501","500","501","496"
"0002","pop1","506","503","505","504","493","496","504","494","502","500","498","504","492","493","500","498","509","503","498","493","496","497","497","498","495","497","492","496","500","500","496","503","494","497","509","503","497","499","500","491"
"0003","pop1","504","504","491","499","493","491","492","492","503","510","504","503","501","497","500","498","508","508","494","507","497","501","494","491","495","509","497","498","503","499","496","496","493","495","499","498","502","502","501","500"
"0004","pop1","504","505","501","501","492","492","494","495","496","506","497","497","493","500","501","496","502","505","508","496","499","499","497","493","497","510","493","493","499","496","496","500","503","492","498","510","501","499","493","498"
"0005","pop1","497","501","504","492","493","492","495","495","503","495","498","502","507","499","502","503","502","501","495","496","501","502","495","493","508","496","504","497","500","498","503","493","495","496","499","498","499","498","493","497"
"0006","pop1","505","499","501","505","502","502","492","502","500","493","504","505","506","495","500","500","502","505","494","493","497","502","495","494","497","497","492","504","501","495","496","494","493","496","507","504","501","502","495","499"
"0007","pop1","502","509","501","505","496","492","502","503","501","501","502","505","492","505","500","498","502","501","498","498","499","502","491","492","509","491","499","495","498","498","494","494","499","495","507","509","501","508","499","502"
"0008","pop1","501","501","498","498","493","491","504","494","502","510","502","502","500","509","500","493","508","502","494","497","503","499","494","493","492","495","504","493","496","493","501","495","498","497","509","504","501","498","501","499"
"0009","pop1","503","502","505","498","492","503","499","493","497","501","498","502","494","495","498","501","509","505","492","492","501","502","494","493","492","508","498","493","496","498","496","503","495","500","507","503","495","496","498","503"
"0010","pop1","506","506","505","502","493","499","499","494","500","508","500","500","505","498","500","496","502","502","494","496","499","500","494","497","495","501","492","493","496","493","494","502","494","496","504","505","498","496","493","497"
"0011","pop1","505","499","505","505","493","498","499","503","502","501","497","508","498","503","494","497","503","501","508","497","499","502","495","494","492","494","493","505","500","493","495","495","493","495","498","506","502","502","501","503"
"0012","pop1","504","505","505","498","496","492","499","499","501","505","500","500","494","503","499","501","505","505","495","496","499","495","494","493","492","497","498","498","499","502","496","502","494","495","503","498","497","498","495","503"
