20,5000,2,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,pop2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind,Pop,locus1, ,locus2, ,locus3, ,locus4, ,locus5, ,locus6, ,locus7, ,locus8, ,locus9, ,locus10, ,locus11, ,locus12, ,locus13, ,locus14, ,locus15, ,locus16, ,locus17, ,locus18, ,locus19, ,locus20, 
"0001","pop1","503","501","502","498","495","499","497","506","502","504","503","505","501","506","495","502","493","506","495","493","495","492","501","497","504","503","503","500","503","503","507","503","506","506","496","493","497","499","493","493"
"0002","pop1","501","498","501","499","495","493","495","496","502","506","504","509","505","502","498","497","503","508","497","503","500","504","501","501","498","506","502","504","504","499","502","502","497","498","496","492","498","491","493","497"
"0003","pop1","503","504","497","503","495","494","496","500","499","503","503","500","504","503","507","506","506","507","495","503","500","501","500","508","498","494","495","492","503","495","503","501","502","499","496","493","504","504","492","502"
"0004","pop1","503","501","493","496","499","494","500","509","502","502","505","501","506","504","495","503","508","505","491","496","500","496","508","494","504","506","500","498","504","500","502","502","507","505","493","498","494","502","501","506"
"0005","pop1","503","504","501","496","494","497","504","501","503","498","503","510","501","501","497","507","507","504","493","502","500","503","501","507","501","500","495","497","499","500","503","501","505","504","492","495","497","492","492","499"
"0006","pop1","503","506","498","499","495","494","501","501","498","505","500","508","506","505","494","509","506","505","502","498","501","507","503","506","501","497","497","501","503","501","502","505","497","505","492","498","498","491","501","499"
"0007","pop1","498","492","502","496","495","493","504","508","503","508","500","502","505","505","507","509","496","502","497","494","500","496","500","499","504","498","495","501","496","498","502","502","505","509","493","491","494","492","492","500"
"0008","pop1","501","499","498","497","495","494","500","507","498","498","503","503","501","504","506","509","508","495","502","498","507","493","501","508","498","501","504","498","495","500","503","504","497","508","498","495","498","494","502","499"
"0009","pop1","498","497","499","496","495","499","496","503","504","507","501","499","504","508","503","505","506","507","502","498","504","507","508","504","506","499","500","500","503","504","502","502","506","504","498","491","497","493","502","501"
"0010","pop1","503","504","498","494","495","496","496","499","503","501","503","509","504","504","494","496","505","504","492","492","495","503","500","505","506","506","500","498","501","502","505","504","505","501","493","495","498","498","502","506"
"0011","pop1","498","502","501","496","495","496","496","502","503","510","505","504","502","504","494","509","503","495","493","503","503","502","500","506","498","499","492","499","503","501","503","506","505","505","497","494","498","491","493","492"
"0012","pop1","497","500","494","500","499","496","506","496","503","500","500","502","506","508","509","493","505","502","503","498","495","496","506","506","498","500","499","494","504","501","503","506","503","503","496","494","504","492","502","502"
"0013","pop1","503","499","501","501","494","502","506","500","501","510","503","504","506","502","503","504","505","500","502","498","500","494","507","505","504","506","502","495","496","502","501","505","504","509","495","494","496","496","492","502"
"0014","pop1","503","499","498","501","496","500","503","503","499","501","505","504","501","506","507","494","508","505","495","497","492","494","500","507","506","509","501","493","503","503","504","504","497","505","492","498","499","504","502","501"
"0015","pop1","503","503","499","499","495","493","508","503","502","499","503","498","501","506","497","506","502","495","498","492","495","502","508","502","498","500","501","499","495","502","503","503","505","500","492","491","497","495","506","499"
"0016","pop1","498","504","498","498","497","500","506","503","502","508","503","502","505","504","495","503","505","504","502","500","496","503","503","503","506","506","495","492","499","502","507","502","506","504","493","499","494","503","502","498"
"0017","pop1","503","499","497","492","495","499","503","502","505","505","502","502","504","508","494","510","505","497","496","499","496","502","501","500","504","497","495","491","498","505","501","506","497","505","494","494","498","505","501","499"
"0018","pop1","503","504","498","497","495","495","507","499","507","501","504","502","506","506","507","505","505","505","503","500","500","497","507","503","502","507","500","497","504","500","503","502","499","504","496","498","494","503","493","502"
"0019","pop1","503","499","502","496","492","491","508","503","502","510","505","500","504","503","505","510","508","507","497","502","492","500","497","509","497","499","495","495","503","497","507","500","506","497","491","494","497","492","501","503"
