20,5000,2,2500,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,pop2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ind,Pop,locus1, ,locus2, ,locus3, ,locus4, ,locus5, ,locus6, ,locus7, ,locus8, ,locus9, ,locus10, ,locus11, ,locus12, ,locus13, ,locus14, ,locus15, ,locus16, ,locus17, ,locus18, ,locus19, ,locus20, 
"0001","pop1","506","509","502","503","502","502","496","494","502","501","493","494","509","497","505","501","497","496","508","507","509","509","508","508","500","498","503","495","510","494","497","496","501","501","498","509","498","494","507","503"
"0002","pop1","506","493","502","499","507","504","496","506","502","509","493","492","508","494","503","497","505","504","508","509","507","508","509","510","500","500","504","499","509","509","500","493","501","495","499","491","498","492","504","508"
"0003","pop1","509","491","502","505","507","504","494","503","499","505","492","500","497","494","505","505","506","506","507","509","508","504","509","506","497","501","495","492","494","506","493","494","496","497","509","505","496","497","507","507"
"0004","pop1","506","507","502","503","504","501","506","504","501","504","500","500","509","505","505","505","507","494","505","496","507","505","509","502","501","502","492","505","510","505","493","502","501","500","499","505","494","492","510","509"
"0005","pop1","506","493","502","503","502","501","503","498","503","500","497","498","495","498","505","505","496","509","508","509","507","510","508","510","500","501","505","498","508","500","491","495","501","500","499","500","494","495","508","496"
"0006","pop1","496","495","499","505","504","501","494","504","503","506","500","499","508","504","505","494","497","506","507","501","508","506","502","503","501","504","498","496","505","507","500","503","497","497","500","493","498","496","507","509"
"0007","pop1","506","510","502","506","502","500","506","508","500","506","501","502","497","494","494","498","506","506","508","507","509","509","508","508","500","504","492","493","505","501","493","498","496","503","498","506","498","494","507","510"
"0008","pop1","495","508","503","501","507","504","498","508","505","500","500","501","497","498","494","508","497","498","508","501","507","508","503","507","500","499","495","492","505","501","497","493","495","500","509","506","498","494","496","505"
"0009","pop1","506","492","502","505","507","506","503","504","499","510","492","500","508","498","501","496","496","505","508","508","509","508","509","509","500","501","504","494","510","495","499","499","498","499","498","509","494","495","508","496"
"0010","pop1","491","510","501","501","500","497","492","505","500","510","494","501","509","498","505","505","497","496","501","504","509","507","497","499","501","502","504","494","508","499","493","503","497","499","498","499","497","493","510","502"
"0011","pop1","509","494","502","500","500","497","494","508","500","507","493","492","495","498","496","506","496","502","508","493","508","498","509","505","501","503","503","505","509","505","494","503","501","496","499","494","494","493","501","501"
"0012","pop1","491","510","506","504","502","502","508","505","501","505","499","496","498","504","497","498","504","495","507","507","509","509","506","503","500","500","506","502","505","501","493","499","495","496","501","492","494","496","508","501"
"0013","pop1","493","494","506","501","501","503","508","508","501","507","502","495","497","506","505","503","497","505","496","501","509","506","509","503","497","502","495","502","500","501","493","498","501","500","491","495","498","497","504","510"
"0014","pop1","510","492","502","501","501","500","501","493","500","507","498","496","509","497","498","504","504","493","510","497","509","507","509","507","501","499","495","504","509","508","498","499","495","494","506","492","492","495","510","509"
"0015","pop1","495","510","503","501","507","500","494","504","500","507","500","502","497","505","498","498","502","508","507","509","509","508","507","499","497","503","493","506","506","505","493","492","503","491","500","492","494","495","504","509"
"0016","pop1","509","493","502","501","497","498","503","504","500","506","500","500","508","492","498","496","505","506","509","506","508","506","509","507","502","499","503","503","509","505","493","501","501","497","509","499","494","495","509","501"
"0017","pop1","495","510","503","505","502","500","504","505","503","507","500","500","497","504","495","502","495","503","509","506","507","507","508","509","497","496","495","497","494","509","493","494","495","504","509","495","494","493","501","500"
"0018","pop1","493","493","501","501","501","500","494","498","501","506","494","500","497","498","505","505","496","506","508","507","508","505","509","509","502","503","492","497","505","501","493","493","500","498","508","510","495","493","510","498"
"0019","pop1","493","494","505","501","506","509","494","504","502","502","500","498","494","498","496","495","497","503","509","506","508","506","507","505","498","497","494","494","506","505","494","492","501","495","491","495","498","492","509","496"
"0020","pop1","491","491","506","506","502","500","505","502","505","503","500","498","505","496","505","498","497","509","508","496","509","508","510","500","501","502","495","494","509","496","493","492","501","497","493","497","494","496","496","505"
"0021","pop1","493","507","502","506","504","500","496","501","509","500","493","496","504","496","497","504","497","508","508","506","509","509","509","509","503","503","493","502","500","499","493","494","500","502","498","502","494","492","510","510"
"0022","pop1","506","498","504","495","502","504","508","501","501","504","496","491","505","498","505","505","496","496","505","506","509","507","508","504","500","502","503","505","508","500","497","499","497","497","492","497","494","492","504","508"
"0023","pop1","491","508","506","501","507","500","498","505","500","500","500","500","498","506","505","504","506","510","507","509","509","509","508","509","500","500","495","502","506","499","493","494","501","500","497","507","498","492","509","500"
"0024","pop1","492","494","502","502","500","505","506","503","505","507","500","496","494","498","503","503","497","493","508","509","509","508","509","498","502","499","492","505","494","500","498","492","500","500","498","492","496","493","508","499"
"0025","pop1","491","498","503","506","504","500","496","506","509","507","494","496","509","496","494","502","496","506","508","497","507","508","509","509","500","497","503","496","494","495","493","502","495","498","498","496","494","500","507","503"
"0026","pop1","509","510","506","501","497","503","496","504","501","500","500","498","508","508","498","496","495","493","508","509","509","508","508","509","499","505","493","502","509","500","500","494","501","501","498","506","498","493","500","500"
"0027","pop1","509","494","505","505","502","501","506","498","501","505","493","500","509","508","503","498","497","495","508","509","505","506","508","499","500","499","503","505","505","505","498","499","494","494","494","495","496","495","510","501"
"0028","pop1","506","493","502","499","502","500","508","492","501","503","500","502","509","503","505","505","505","507","508","510","507","506","502","507","498","502","505","496","494","497","494","501","496","500","498","500","496","496","510","500"
"0029","pop1","496","498","499","501","501","500","505","497","509","500","500","500","509","509","505","498","502","495","508","510","507","507","509","510","501","501","498","497","505","507","493","498","493","493","509","493","492","496","507","507"
"0030","pop1","495","510","503","501","504","508","503","498","505","500","499","496","509","509","501","506","506","494","508","508","509","508","510","499","500","503","503","505","509","505","500","502","496","498","499","496","498","494","508","509"
"0031","pop1","509","495","501","501","504","501","498","501","501","507","492","502","509","495","505","503","497","506","507","496","509","510","508","507","500","502","492","505","509","500","497","498","497","497","494","510","496","495","508","496"
"0032","pop1","493","507","502","499","502","503","509","507","500","508","494","500","509","498","503","502","497","496","507","509","509","506","509","503","501","502","505","496","494","507","503","498","496","500","493","510","494","494","496","506"
"0033","pop1","493","495","502","501","500","505","505","509","503","510","501","495","495","493","501","500","505","503","508","507","509","505","509","502","502","499","495","494","501","503","494","499","497","498","498","506","494","494","510","500"
"0034","pop1","506","507","503","499","502","505","503","503","501","500","500","500","509","497","505","502","506","494","506","500","509","497","508","505","502","505","494","497","500","496","493","501","496","500","494","496","494","496","504","508"
"0035","pop1","507","507","507","507","501","508","496","497","508","497","500","502","509","494","494","504","496","507","508","505","507","510","502","502","500","502","492","505","507","499","499","492","501","497","493","497","494","493","507","501"
"0036","pop1","509","509","503","499","502","502","498","508","505","500","500","496","508","493","505","498","506","508","509","510","507","498","508","509","502","502","495","493","500","507","493","502","501","497","498","498","497","493","509","509"
"0037","pop1","496","492","502","499","507","503","496","504","500","506","500","496","508","495","498","498","496","496","509","510","507","506","508","502","501","503","493","506","494","505","500","498","497","500","498","498","498","498","496","498"
"0038","pop1","495","498","500","498","500","503","498","508","505","508","494","494","499","500","505","507","506","506","508","509","509","509","509","498","501","502","495","494","505","500","493","495","495","497","491","494","498","496","504","496"
"0039","pop1","509","510","503","501","506","497","506","499","509","500","493","501","497","499","505","502","506","503","507","493","510","506","509","509","500","501","495","501","509","499","493","499","501","497","498","492","497","493","507","498"
"0040","pop1","510","498","502","502","504","501","506","504","503","508","493","495","497","495","505","499","497","498","506","500","509","510","509","504","501","501","505","493","509","495","496","495","502","502","498","500","493","493","509","509"
"0041","pop1","496","496","502","499","500","506","494","509","507","508","493","500","509","495","494","499","496","507","508","496","509","508","509","510","501","502","495","494","505","495","499","492","497","497","509","495","498","494","507","510"
"0042","pop1","493","494","502","502","504","501","496","507","502","505","499","501","509","498","505","505","496","494","506","506","508","510","502","507","500","504","495","505","505","495","498","499","495","504","498","500","497","495","502","501"
"0043","pop1","506","507","499","501","507","505","494","498","500","506","498","495","508","494","508","496","497","505","506","503","507","508","509","509","498","501","504","493","505","505","496","492","497","491","499","502","494","497","500","499"
"0044","pop1","506","506","506","506","500","499","503","500","509","500","500","496","509","497","503","497","506","506","507","500","508","505","502","503","497","502","493","502","494","507","494","501","497","503","500","502","498","492","507","500"
"0045","pop1","510","498","499","501","507","505","504","498","506","508","501","496","509","494","498","496","497","496","506","500","509","507","509","509","500","502","495","494","494","505","498","492","501","500","500","506","494","494","507","496"
