5,300,3,100,100,100,,,,,,
,,,pop1,pop2,pop3,,,,,,
Ind,Pop,locus1, ,locus2, ,locus3, ,locus4, ,locus5, 
"001","pop1","499","500","502","504","501","502","503","502","500","500"
"002","pop1","499","500","504","504","501","499","503","500","500","500"
"003","pop1","499","499","504","504","501","502","502","502","500","500"
"004","pop1","499","500","504","504","501","502","503","503","500","500"
"005","pop1","499","500","504","503","501","501","503","502","500","500"
"006","pop1","499","500","504","503","501","502","503","503","500","500"
"007","pop1","500","498","504","504","501","502","502","500","500","500"
"008","pop1","500","498","504","504","502","499","503","502","500","500"
"009","pop1","499","498","504","501","502","499","503","502","500","500"
"010","pop1","500","500","504","504","501","502","503","501","500","500"
"011","pop1","499","498","504","504","501","502","503","502","500","499"
"012","pop1","499","499","504","504","501","502","503","502","500","500"
"013","pop1","499","498","504","504","501","502","502","501","500","500"
"014","pop1","500","498","502","504","502","502","503","501","500","500"
"015","pop1","499","498","501","501","502","502","502","502","500","500"
"016","pop1","499","500","504","504","501","502","503","502","500","501"
"017","pop1","499","500","504","504","502","502","503","501","500","499"
"018","pop1","498","498","502","504","501","502","503","502","500","500"
"019","pop1","499","500","502","504","501","502","501","501","500","501"
"020","pop1","499","500","504","504","501","502","503","502","500","500"
"021","pop1","499","500","502","502","501","502","502","501","500","500"
"022","pop1","499","499","502","504","501","502","502","502","500","499"
"023","pop1","499","499","502","503","501","502","502","501","500","500"
"024","pop1","498","498","504","504","501","499","503","501","500","501"
"025","pop1","499","498","504","503","501","499","502","501","500","500"
"026","pop1","500","498","504","504","502","499","503","500","500","501"
"027","pop1","499","499","504","504","501","502","502","501","500","500"
"028","pop1","500","498","504","503","502","499","502","500","500","499"
"029","pop1","500","498","502","504","502","500","503","502","500","500"
"030","pop1","500","498","504","504","501","502","503","503","500","500"
"031","pop1","500","498","504","504","501","502","503","502","500","500"
"032","pop1","499","500","504","504","501","502","503","502","500","500"
"033","pop1","499","500","504","501","502","499","502","501","500","500"
"034","pop1","500","500","504","504","501","502","502","502","500","500"
"035","pop1","500","498","504","501","501","501","503","501","500","500"
"036","pop1","499","500","504","501","501","499","503","503","500","499"
"037","pop1","499","498","504","504","502","500","503","502","500","500"
"038","pop1","500","500","504","503","502","499","503","501","500","500"
"039","pop1","499","499","504","504","502","502","502","501","500","500"
"040","pop1","500","498","504","503","501","502","502","501","500","501"
"041","pop1","498","498","504","504","501","499","503","502","500","500"
"042","pop1","498","498","504","501","502","499","503","503","500","500"
"043","pop1","500","498","504","504","502","502","503","502","500","500"
"044","pop1","499","499","504","501","501","499","503","502","500","500"
"045","pop1","500","498","504","504","501","502","503","503","500","499"
"046","pop1","500","500","504","501","502","499","503","503","500","501"
"047","pop1","500","498","504","504","501","502","503","501","500","500"
"048","pop1","500","498","504","503","501","499","503","501","500","500"
"049","pop1","500","498","502","504","501","502","502","501","500","499"
"050","pop1","499","499","504","504","501","499","501","501","500","500"
"051","pop1","500","501","504","504","502","500","503","502","500","500"
"052","pop1","499","500","504","504","501","499","503","501","500","501"
"053","pop1","499","498","504","503","501","502","503","502","501","501"
"054","pop1","500","498","504","504","501","502","502","501","500","501"
"055","pop1","500","498","504","504","501","500","502","502","500","500"
"056","pop1","498","498","504","504","501","501","502","501","500","500"
"057","pop1","499","500","501","505","501","502","503","502","500","500"
"058","pop1","499","500","502","504","501","502","503","502","500","500"
"059","pop1","499","498","502","503","501","499","503","502","500","499"
"060","pop1","500","500","504","504","502","499","503","502","500","500"
"061","pop1","500","500","504","504","501","499","503","502","500","500"
"062","pop1","499","499","504","504","501","501","502","502","500","500"
"063","pop1","500","498","504","501","501","501","503","503","500","500"
"064","pop1","499","498","502","504","502","499","503","502","500","501"
"065","pop1","500","500","504","504","501","502","503","502","500","500"
"066","pop1","500","498","504","504","501","502","503","503","500","500"
"067","pop1","500","501","504","504","501","501","502","502","500","501"
"068","pop1","498","498","504","504","501","502","503","504","500","499"
"069","pop1","499","500","504","501","501","501","502","502","500","500"
"070","pop1","499","500","504","504","502","499","503","502","500","500"
"071","pop1","499","500","504","501","502","499","503","502","500","500"
"072","pop1","499","498","504","504","501","502","503","503","500","500"
"073","pop1","500","500","504","504","502","502","503","502","500","500"
"074","pop1","499","499","504","504","501","501","503","502","500","500"
"075","pop1","499","498","504","501","502","502","503","502","500","500"
"076","pop1","499","499","504","501","501","502","502","501","500","500"
"077","pop1","499","498","504","504","502","499","503","502","500","500"
"078","pop1","500","498","504","503","502","499","503","501","500","500"
"079","pop1","499","500","504","503","502","502","503","502","500","500"
"080","pop1","499","498","504","504","502","499","502","501","500","500"
"081","pop1","499","500","504","504","501","502","503","501","500","500"
"082","pop1","499","500","504","503","501","501","503","502","500","499"
"083","pop1","500","498","504","504","501","502","502","501","500","500"
"084","pop1","499","498","504","504","502","499","502","501","500","500"
"085","pop1","500","498","504","501","502","502","503","502","500","500"
"086","pop1","499","498","504","504","501","502","502","501","500","500"
"087","pop1","499","498","504","504","501","502","502","500","500","500"
"088","pop1","499","500","504","503","502","502","503","503","500","500"
"089","pop1","500","500","502","504","502","499","503","502","500","500"
"090","pop1","499","500","504","504","502","502","503","503","500","501"
"091","pop1","499","499","504","501","501","499","503","503","500","500"
"092","pop1","499","500","504","504","501","502","502","500","500","500"
"093","pop1","499","499","504","504","501","502","502","501","500","500"
"094","pop1","500","498","504","504","499","499","503","501","500","499"
"095","pop1","499","499","504","504","502","499","503","503","500","500"
"096","pop1","499","500","504","504","501","502","502","501","500","500"
"097","pop1","499","500","504","504","501","499","503","502","500","500"
"098","pop1","500","498","504","504","502","502","503","500","500","500"
"099","pop1","500","498","504","504","501","499","502","501","500","500"
"100","pop1","499","500","503","505","502","499","502","501","500","500"
"101","pop2","499","499","504","503","499","500","503","498","501","501"
"102","pop2","499","499","502","501","499","498","503","503","500","502"
"103","pop2","499","499","502","502","502","499","503","503","500","501"
"104","pop2","499","499","502","502","499","498","503","503","501","502"
"105","pop2","499","499","504","501","499","498","503","503","500","501"
"106","pop2","499","499","502","502","499","500","503","503","500","500"
"107","pop2","499","499","501","500","499","499","503","503","500","500"
"108","pop2","499","499","502","502","499","499","503","503","500","501"
"109","pop2","499","499","502","501","502","499","503","503","500","501"
"110","pop2","499","499","501","501","499","503","503","503","500","501"
"111","pop2","499","499","501","500","498","503","503","502","500","501"
"112","pop2","499","499","502","501","501","499","503","503","500","501"
"113","pop2","499","499","502","501","502","503","503","503","501","501"
"114","pop2","499","499","501","501","499","499","503","498","500","500"
"115","pop2","499","499","503","501","499","503","503","503","500","501"
"116","pop2","499","499","504","501","499","499","503","503","500","500"
"117","pop2","499","499","503","501","498","498","503","503","500","500"
"118","pop2","499","499","504","501","499","499","503","503","500","500"
"119","pop2","499","499","503","503","499","498","503","503","500","501"
"120","pop2","499","499","503","501","499","499","503","504","500","501"
"121","pop2","499","499","502","502","502","498","503","502","500","501"
"122","pop2","499","499","503","501","499","503","503","503","500","501"
"123","pop2","499","499","502","501","502","499","502","498","500","502"
"124","pop2","499","499","504","501","502","499","503","503","500","502"
"125","pop2","499","499","503","501","499","500","503","503","501","501"
"126","pop2","499","499","504","501","499","499","503","503","500","502"
"127","pop2","499","499","504","504","499","503","503","498","500","501"
"128","pop2","499","499","502","501","499","503","503","503","500","500"
"129","pop2","499","499","501","501","499","499","503","503","500","501"
"130","pop2","499","499","503","501","499","503","503","503","501","501"
"131","pop2","499","499","503","501","499","503","503","498","501","501"
"132","pop2","499","499","502","501","502","500","503","503","500","500"
"133","pop2","499","499","502","501","499","503","503","503","500","501"
"134","pop2","499","499","504","504","502","499","498","498","500","501"
"135","pop2","499","499","502","503","499","499","503","503","500","501"
"136","pop2","499","499","502","501","499","499","503","498","501","501"
"137","pop2","499","499","502","504","499","503","503","503","501","501"
"138","pop2","499","499","502","504","499","499","503","502","500","500"
"139","pop2","499","499","502","501","499","499","503","503","500","501"
"140","pop2","499","499","501","501","499","498","503","498","500","501"
"141","pop2","499","499","502","501","499","498","503","503","500","500"
"142","pop2","499","499","502","501","499","499","503","498","500","501"
"143","pop2","499","499","502","501","499","503","503","498","500","502"
"144","pop2","499","499","501","500","499","499","503","498","500","501"
"145","pop2","499","499","503","501","503","503","503","498","501","502"
"146","pop2","499","499","502","504","499","499","503","503","500","500"
"147","pop2","499","499","503","501","499","499","498","498","500","501"
"148","pop2","499","499","501","501","499","498","503","503","500","500"
"149","pop2","499","499","504","504","499","500","502","498","501","501"
"150","pop2","499","499","504","503","499","499","503","503","500","501"
"151","pop2","499","499","504","503","500","503","498","498","500","501"
"152","pop2","499","499","502","501","499","498","503","503","500","500"
"153","pop2","499","499","501","501","499","499","503","503","500","500"
"154","pop2","499","499","502","504","499","499","503","502","501","501"
"155","pop2","499","499","503","501","499","498","503","498","500","500"
"156","pop2","499","499","504","501","499","503","503","503","500","501"
"157","pop2","499","499","502","501","499","499","503","503","500","500"
"158","pop2","499","499","504","504","499","499","503","502","500","501"
"159","pop2","499","499","504","503","499","499","503","503","500","501"
"160","pop2","499","499","502","502","499","500","503","503","500","501"
"161","pop2","499","499","503","503","499","499","503","503","500","501"
"162","pop2","499","499","502","501","499","498","503","498","500","502"
"163","pop2","499","499","502","501","498","498","503","503","500","500"
"164","pop2","499","499","501","501","498","503","503","503","500","501"
"165","pop2","499","499","501","501","499","498","503","498","500","501"
"166","pop2","499","499","503","501","499","503","503","503","500","501"
"167","pop2","499","499","502","501","500","498","503","503","501","502"
"168","pop2","499","499","503","501","500","498","503","503","500","500"
"169","pop2","499","499","504","501","499","499","503","503","500","501"
"170","pop2","499","499","501","500","499","499","503","503","500","501"
"171","pop2","499","499","501","501","498","503","503","503","500","500"
"172","pop2","499","499","504","501","502","498","503","503","500","501"
"173","pop2","499","499","504","503","499","499","503","503","500","500"
"174","pop2","499","499","501","501","499","503","503","503","501","501"
"175","pop2","499","499","503","501","500","503","503","503","500","500"
"176","pop2","499","499","502","500","499","500","503","503","500","501"
"177","pop2","499","499","501","501","499","500","503","503","500","501"
"178","pop2","499","499","502","503","498","503","503","503","500","501"
"179","pop2","499","499","502","503","500","500","503","503","501","501"
"180","pop2","499","499","504","501","499","503","503","503","500","500"
"181","pop2","499","499","502","501","499","499","503","503","501","501"
"182","pop2","499","499","502","501","499","499","503","498","500","500"
"183","pop2","499","499","504","501","502","499","503","503","500","500"
"184","pop2","499","499","503","501","499","503","503","502","500","501"
"185","pop2","499","499","502","500","499","498","503","503","500","501"
"186","pop2","499","499","502","501","499","499","503","503","500","499"
"187","pop2","499","499","502","501","499","498","503","503","500","501"
"188","pop2","499","499","504","501","502","498","503","498","501","501"
"189","pop2","499","499","502","501","502","498","503","498","500","501"
"190","pop2","499","499","504","503","503","503","503","503","500","501"
"191","pop2","499","499","502","500","499","503","503","503","500","501"
"192","pop2","499","499","504","501","499","503","503","503","500","501"
"193","pop2","499","499","502","504","502","499","503","503","500","501"
"194","pop2","499","499","504","501","502","499","503","503","499","501"
"195","pop2","499","499","501","500","499","499","503","502","500","501"
"196","pop2","499","499","501","501","499","503","503","503","500","501"
"197","pop2","499","499","502","502","498","503","503","502","500","501"
"198","pop2","499","499","503","501","500","498","503","503","500","499"
"199","pop2","499","499","501","501","499","499","503","503","501","502"
"200","pop2","499","499","504","503","502","499","503","503","500","500"
"201","pop3","499","499","502","504","501","499","500","500","500","499"
"202","pop3","499","499","502","502","499","499","500","498","500","500"
"203","pop3","499","499","504","504","499","499","503","500","500","500"
"204","pop3","499","500","502","502","501","498","500","500","500","500"
"205","pop3","499","499","502","504","501","501","500","498","500","500"
"206","pop3","499","499","502","504","501","498","500","498","500","500"
"207","pop3","499","499","502","502","501","499","503","500","500","500"
"208","pop3","499","500","502","505","501","499","503","500","500","500"
"209","pop3","499","499","502","504","501","499","500","498","500","500"
"210","pop3","499","498","502","502","500","498","500","500","500","500"
"211","pop3","499","500","502","504","499","499","503","500","500","500"
"212","pop3","499","499","504","503","501","499","500","500","500","500"
"213","pop3","500","498","502","502","501","499","500","500","500","500"
"214","pop3","499","500","502","504","501","499","503","498","500","500"
"215","pop3","499","499","502","505","501","499","500","498","500","500"
"216","pop3","499","499","503","505","501","501","500","500","500","500"
"217","pop3","499","499","502","502","501","499","500","500","500","500"
"218","pop3","499","500","502","503","501","499","500","498","500","501"
"219","pop3","499","499","502","504","501","501","500","498","500","500"
"220","pop3","499","499","503","501","501","498","500","500","500","501"
"221","pop3","499","498","502","502","501","501","500","500","500","500"
"222","pop3","499","499","502","503","501","502","500","500","500","500"
"223","pop3","499","499","502","503","501","499","500","500","500","499"
"224","pop3","499","499","502","502","501","500","500","500","500","501"
"225","pop3","499","499","502","503","499","499","500","500","500","501"
"226","pop3","499","499","502","502","501","499","500","499","500","500"
"227","pop3","499","499","502","504","501","499","503","503","500","500"
"228","pop3","499","499","502","502","498","498","500","498","500","499"
"229","pop3","499","499","502","501","501","499","500","500","500","500"
"230","pop3","499","499","502","503","501","501","500","500","500","500"
"231","pop3","500","497","502","503","501","501","503","498","500","500"
"232","pop3","499","499","502","504","501","499","500","498","500","500"
"233","pop3","500","500","502","504","501","501","500","500","500","501"
"234","pop3","499","499","502","504","499","498","500","500","500","500"
"235","pop3","499","500","502","505","501","501","503","498","500","501"
"236","pop3","499","497","503","505","499","503","500","500","500","500"
"237","pop3","499","499","503","505","501","499","500","500","500","500"
"238","pop3","499","499","502","504","501","499","500","498","500","500"
"239","pop3","499","498","502","502","501","499","498","498","500","500"
"240","pop3","499","499","504","505","499","498","500","499","500","499"
"241","pop3","499","500","504","505","501","499","500","499","500","500"
"242","pop3","499","500","502","503","501","499","500","498","500","500"
"243","pop3","499","499","502","503","501","501","500","500","500","500"
"244","pop3","499","499","502","501","501","498","500","500","500","500"
"245","pop3","499","497","502","503","501","499","500","500","500","500"
"246","pop3","499","498","502","503","499","499","500","500","500","500"
"247","pop3","499","499","502","504","501","499","500","500","500","500"
"248","pop3","499","499","502","501","501","499","500","500","500","500"
"249","pop3","499","499","502","504","499","498","500","500","500","500"
"250","pop3","499","500","504","501","501","501","500","500","500","500"
"251","pop3","499","497","502","502","501","501","503","500","500","500"
"252","pop3","499","500","502","501","501","499","503","503","500","500"
"253","pop3","499","499","502","502","501","501","500","500","500","500"
"254","pop3","499","500","502","502","501","499","503","503","500","500"
"255","pop3","499","500","503","503","499","499","500","500","500","500"
"256","pop3","499","499","504","505","501","499","500","500","500","500"
"257","pop3","499","499","502","502","501","499","500","500","500","500"
"258","pop3","499","497","504","505","501","501","500","500","500","500"
"259","pop3","499","497","502","503","499","498","500","499","499","501"
"260","pop3","499","498","502","504","501","499","500","498","500","500"
"261","pop3","499","499","502","502","501","499","503","498","500","500"
"262","pop3","499","500","502","502","501","498","500","498","500","499"
"263","pop3","499","497","503","503","499","503","500","499","500","500"
"264","pop3","499","499","504","503","499","500","500","498","500","500"
"265","pop3","499","500","502","504","501","499","503","498","499","499"
"266","pop3","499","498","501","505","499","499","500","500","500","500"
"267","pop3","499","498","504","505","501","498","500","498","500","500"
"268","pop3","499","499","503","501","499","499","500","498","500","500"
"269","pop3","499","500","502","503","501","498","500","500","500","500"
"270","pop3","499","500","502","502","499","499","500","500","500","500"
"271","pop3","499","499","502","505","501","499","500","498","500","500"
"272","pop3","499","498","502","504","501","498","500","498","500","499"
"273","pop3","499","499","502","502","501","501","500","500","500","500"
"274","pop3","499","498","502","503","499","503","503","503","500","500"
"275","pop3","499","500","502","502","499","499","500","500","500","500"
"276","pop3","499","499","502","504","501","503","503","500","500","500"
"277","pop3","499","497","504","501","499","499","500","500","500","500"
"278","pop3","499","499","502","504","501","501","500","500","500","500"
"279","pop3","499","499","502","503","501","498","500","500","500","500"
"280","pop3","499","500","504","504","501","499","500","500","500","501"
"281","pop3","499","499","502","504","499","503","500","500","500","501"
"282","pop3","499","499","502","504","501","499","500","500","500","501"
"283","pop3","499","499","501","505","499","499","500","500","500","500"
"284","pop3","499","499","502","504","501","501","500","498","500","501"
"285","pop3","499","499","502","502","501","501","500","498","500","500"
"286","pop3","499","498","502","505","499","498","500","500","500","499"
"287","pop3","499","499","504","503","499","499","500","500","500","500"
"288","pop3","499","500","502","502","501","499","500","498","500","500"
"289","pop3","499","498","502","504","499","499","500","500","500","501"
