1,200,2,100,100
,,,pop1,pop2
Ind,Pop,locus1, ,
"001","pop1","500","500",""
"002","pop1","500","498",""
"003","pop1","498","498",""
"004","pop1","500","499",""
"005","pop1","498","499",""
"006","pop1","499","499",""
"007","pop1","500","500",""
"008","pop1","498","498",""
"009","pop1","500","498",""
"010","pop1","500","499",""
"011","pop1","498","499",""
"012","pop1","498","498",""
"013","pop1","498","499",""
"014","pop1","498","498",""
"015","pop1","500","499",""
"016","pop1","498","499",""
"017","pop1","500","498",""
"018","pop1","500","498",""
"019","pop1","498","498",""
"020","pop1","500","498",""
"021","pop1","498","499",""
"022","pop1","499","499",""
"023","pop1","500","498",""
"024","pop1","498","498",""
"025","pop1","498","499",""
"026","pop1","500","499",""
"027","pop1","500","498",""
"028","pop1","498","499",""
"029","pop1","500","499",""
"030","pop1","500","500",""
"031","pop1","498","498",""
"032","pop1","498","499",""
"033","pop1","498","499",""
"034","pop1","498","499",""
"035","pop1","498","498",""
"036","pop1","498","499",""
"037","pop1","498","499",""
"038","pop1","498","498",""
"039","pop1","500","500",""
"040","pop1","500","498",""
"041","pop1","500","499",""
"042","pop1","500","499",""
"043","pop1","498","499",""
"044","pop1","500","499",""
"045","pop1","500","498",""
"046","pop1","498","499",""
"047","pop1","500","498",""
"048","pop1","500","498",""
"049","pop1","498","499",""
"050","pop1","498","498",""
"051","pop1","498","499",""
"052","pop1","498","498",""
"053","pop1","500","498",""
"054","pop1","500","498",""
"055","pop1","499","501",""
"056","pop1","498","499",""
"057","pop1","500","500",""
"058","pop1","500","499",""
"059","pop1","500","499",""
"060","pop1","500","499",""
"061","pop1","498","499",""
"062","pop1","498","499",""
"063","pop1","498","498",""
"064","pop1","500","498",""
"065","pop1","500","498",""
"066","pop1","498","498",""
"067","pop1","498","499",""
"068","pop1","498","499",""
"069","pop1","498","499",""
"070","pop1","500","499",""
"071","pop1","500","499",""
"072","pop1","500","499",""
"073","pop1","500","499",""
"074","pop1","498","498",""
"075","pop1","500","498",""
"076","pop1","500","498",""
"077","pop1","498","499",""
"078","pop1","500","498",""
"079","pop1","500","498",""
"080","pop1","500","499",""
"081","pop1","500","499",""
"082","pop1","498","499",""
"083","pop1","498","498",""
"084","pop1","500","500",""
"085","pop1","498","501",""
"086","pop1","498","499",""
"087","pop1","500","498",""
"088","pop1","500","499",""
"089","pop1","500","498",""
"090","pop1","499","499",""
"091","pop1","498","499",""
"092","pop1","500","499",""
"093","pop1","500","500",""
"094","pop1","500","499",""
"095","pop1","499","499",""
"096","pop1","498","498",""
"097","pop1","498","498",""
"098","pop1","500","499",""
"099","pop1","500","498",""
"100","pop1","498","499",""
"101","pop2","500","500",""
"102","pop2","500","499",""
"103","pop2","500","500",""
"104","pop2","500","499",""
"105","pop2","500","500",""
"106","pop2","499","501",""
"107","pop2","500","499",""
"108","pop2","500","501",""
"109","pop2","500","499",""
"110","pop2","500","500",""
"111","pop2","500","500",""
"112","pop2","500","500",""
"113","pop2","500","500",""
"114","pop2","500","500",""
"115","pop2","500","500",""
"116","pop2","500","500",""
"117","pop2","500","500",""
"118","pop2","500","499",""
"119","pop2","500","500",""
"120","pop2","500","500",""
"121","pop2","500","500",""
"122","pop2","500","501",""
"123","pop2","500","499",""
"124","pop2","500","500",""
"125","pop2","500","500",""
"126","pop2","500","500",""
"127","pop2","500","500",""
"128","pop2","500","500",""
"129","pop2","500","500",""
"130","pop2","500","500",""
"131","pop2","500","499",""
"132","pop2","500","501",""
"133","pop2","500","500",""
"134","pop2","498","499",""
"135","pop2","500","500",""
"136","pop2","500","500",""
"137","pop2","500","500",""
"138","pop2","500","500",""
"139","pop2","500","500",""
"140","pop2","500","500",""
"141","pop2","500","500",""
"142","pop2","500","500",""
"143","pop2","500","500",""
"144","pop2","500","500",""
"145","pop2","500","500",""
"146","pop2","500","500",""
"147","pop2","500","500",""
"148","pop2","500","499",""
"149","pop2","500","500",""
"150","pop2","500","500",""
"151","pop2","500","500",""
"152","pop2","500","500",""
"153","pop2","500","499",""
"154","pop2","500","500",""
"155","pop2","500","500",""
"156","pop2","500","500",""
"157","pop2","500","500",""
"158","pop2","500","500",""
"159","pop2","500","500",""
"160","pop2","500","500",""
"161","pop2","500","500",""
"162","pop2","500","500",""
"163","pop2","500","500",""
"164","pop2","500","500",""
"165","pop2","500","500",""
"166","pop2","500","499",""
"167","pop2","500","500",""
"168","pop2","500","500",""
"169","pop2","500","499",""
"170","pop2","500","500",""
"171","pop2","500","500",""
"172","pop2","500","500",""
"173","pop2","500","500",""
"174","pop2","500","500",""
"175","pop2","500","500",""
"176","pop2","500","500",""
"177","pop2","500","500",""
"178","pop2","500","500",""
"179","pop2","500","501",""
"180","pop2","500","500",""
"181","pop2","500","500",""
"182","pop2","500","500",""
"183","pop2","500","500",""
"184","pop2","500","500",""
"185","pop2","500","500",""
"186","pop2","500","500",""
"187","pop2","500","499",""
"188","pop2","500","501",""
"189","pop2","500","500",""
"190","pop2","500","500",""
"191","pop2","500","500",""
"192","pop2","500","500",""
"193","pop2","500","500",""
"194","pop2","500","500",""
"195","pop2","500","500",""
"196","pop2","500","500",""
"197","pop2","500","500",""
"198","pop2","500","501",""
"199","pop2","500","500",""
"200","pop2","500","499",""
