1,200,2,100,100
,,,pop1,pop2
Ind,Pop,locus1, ,
"001","pop1","500","500",""
"002","pop1","500","502",""
"003","pop1","500","502",""
"004","pop1","503","503",""
"005","pop1","500","503",""
"006","pop1","503","503",""
"007","pop1","502","502",""
"008","pop1","502","501",""
"009","pop1","502","502",""
"010","pop1","502","503",""
"011","pop1","502","503",""
"012","pop1","500","501",""
"013","pop1","500","502",""
"014","pop1","500","502",""
"015","pop1","500","502",""
"016","pop1","500","502",""
"017","pop1","500","502",""
"018","pop1","500","502",""
"019","pop1","500","502",""
"020","pop1","500","500",""
"021","pop1","503","503",""
"022","pop1","500","502",""
"023","pop1","502","502",""
"024","pop1","502","502",""
"025","pop1","500","503",""
"026","pop1","502","503",""
"027","pop1","500","500",""
"028","pop1","500","500",""
"029","pop1","500","502",""
"030","pop1","500","502",""
"031","pop1","500","500",""
"032","pop1","503","503",""
"033","pop1","500","503",""
"034","pop1","500","502",""
"035","pop1","500","502",""
"036","pop1","500","502",""
"037","pop1","502","503",""
"038","pop1","502","503",""
"039","pop1","500","503",""
"040","pop1","502","503",""
"041","pop1","502","503",""
"042","pop1","500","502",""
"043","pop1","500","500",""
"044","pop1","502","502",""
"045","pop1","502","503",""
"046","pop1","502","503",""
"047","pop1","502","503",""
"048","pop1","502","503",""
"049","pop1","500","503",""
"050","pop1","500","500",""
"051","pop1","502","503",""
"052","pop1","503","501",""
"053","pop1","503","503",""
"054","pop1","500","503",""
"055","pop1","500","502",""
"056","pop1","500","502",""
"057","pop1","500","502",""
"058","pop1","500","500",""
"059","pop1","500","503",""
"060","pop1","502","503",""
"061","pop1","500","502",""
"062","pop1","500","502",""
"063","pop1","500","500",""
"064","pop1","500","502",""
"065","pop1","500","502",""
"066","pop1","500","500",""
"067","pop1","502","502",""
"068","pop1","500","500",""
"069","pop1","502","502",""
"070","pop1","500","500",""
"071","pop1","502","503",""
"072","pop1","500","500",""
"073","pop1","500","502",""
"074","pop1","502","502",""
"075","pop1","500","503",""
"076","pop1","502","503",""
"077","pop1","500","500",""
"078","pop1","503","501",""
"079","pop1","503","501",""
"080","pop1","500","502",""
"081","pop1","502","503",""
"082","pop1","502","503",""
"083","pop1","500","500",""
"084","pop1","503","499",""
"085","pop1","500","503",""
"086","pop1","500","502",""
"087","pop1","500","503",""
"088","pop1","500","503",""
"089","pop1","502","503",""
"090","pop1","502","502",""
"091","pop1","500","502",""
"092","pop1","500","503",""
"093","pop1","502","502",""
"094","pop1","500","502",""
"095","pop1","500","502",""
"096","pop1","500","500",""
"097","pop1","500","502",""
"098","pop1","502","502",""
"099","pop1","500","501",""
"100","pop1","500","501",""
"101","pop2","500","500",""
"102","pop2","500","499",""
"103","pop2","499","499",""
"104","pop2","500","500",""
"105","pop2","500","500",""
"106","pop2","500","500",""
"107","pop2","500","499",""
"108","pop2","500","499",""
"109","pop2","500","500",""
"110","pop2","500","499",""
"111","pop2","500","499",""
"112","pop2","500","500",""
"113","pop2","500","499",""
"114","pop2","500","499",""
"115","pop2","500","500",""
"116","pop2","500","500",""
"117","pop2","500","500",""
"118","pop2","500","500",""
"119","pop2","500","500",""
"120","pop2","500","500",""
"121","pop2","500","500",""
"122","pop2","500","498",""
"123","pop2","500","500",""
"124","pop2","500","500",""
"125","pop2","500","500",""
"126","pop2","500","498",""
"127","pop2","500","500",""
"128","pop2","500","499",""
"129","pop2","499","499",""
"130","pop2","500","499",""
"131","pop2","500","500",""
"132","pop2","500","499",""
"133","pop2","500","500",""
"134","pop2","500","500",""
"135","pop2","500","499",""
"136","pop2","500","500",""
"137","pop2","499","499",""
"138","pop2","500","499",""
"139","pop2","500","500",""
"140","pop2","500","500",""
"141","pop2","500","500",""
"142","pop2","500","500",""
"143","pop2","500","500",""
"144","pop2","500","499",""
"145","pop2","500","498",""
"146","pop2","500","500",""
"147","pop2","499","499",""
"148","pop2","500","499",""
"149","pop2","500","500",""
"150","pop2","500","499",""
"151","pop2","500","500",""
"152","pop2","500","499",""
"153","pop2","500","500",""
"154","pop2","500","500",""
"155","pop2","500","499",""
"156","pop2","500","500",""
"157","pop2","500","500",""
"158","pop2","500","500",""
"159","pop2","500","500",""
"160","pop2","500","499",""
"161","pop2","500","499",""
"162","pop2","500","500",""
"163","pop2","500","500",""
"164","pop2","499","499",""
"165","pop2","500","500",""
"166","pop2","500","500",""
"167","pop2","500","499",""
"168","pop2","500","499",""
"169","pop2","500","499",""
"170","pop2","499","499",""
"171","pop2","500","499",""
"172","pop2","500","500",""
"173","pop2","500","500",""
"174","pop2","500","498",""
"175","pop2","500","499",""
"176","pop2","500","499",""
"177","pop2","500","499",""
"178","pop2","500","500",""
"179","pop2","500","500",""
"180","pop2","500","500",""
"181","pop2","500","500",""
"182","pop2","500","499",""
"183","pop2","500","500",""
"184","pop2","500","499",""
"185","pop2","500","500",""
"186","pop2","500","500",""
"187","pop2","500","500",""
"188","pop2","499","499",""
"189","pop2","500","500",""
"190","pop2","500","499",""
"191","pop2","500","500",""
"192","pop2","500","500",""
"193","pop2","500","500",""
"194","pop2","499","499",""
"195","pop2","500","499",""
"196","pop2","500","499",""
"197","pop2","500","500",""
"198","pop2","500","500",""
"199","pop2","500","500",""
"200","pop2","500","498",""
